Tick: 168568000, Cache Block Addr: 424960, Byte Offset: 35, FaultType: bit_flip, Mask: 00000010
Tick: 298188000, Cache Block Addr: 269888, Byte Offset: 36, FaultType: bit_flip, Mask: 00000010
Tick: 348305000, Cache Block Addr: 423616, Byte Offset: 17, FaultType: bit_flip, Mask: 10000000
Tick: 360504000, Cache Block Addr: 424064, Byte Offset: 20, FaultType: bit_flip, Mask: 00000010
Tick: 653107000, Cache Block Addr: 424512, Byte Offset: 7, FaultType: bit_flip, Mask: 00010000
Tick: 677812000, Cache Block Addr: 423104, Byte Offset: 26, FaultType: bit_flip, Mask: 00000100
Tick: 844600000, Cache Block Addr: 424192, Byte Offset: 55, FaultType: bit_flip, Mask: 01000000
Tick: 884953000, Cache Block Addr: 424320, Byte Offset: 12, FaultType: bit_flip, Mask: 01000000
Tick: 944408000, Cache Block Addr: 424192, Byte Offset: 38, FaultType: bit_flip, Mask: 00000010
Tick: 964426000, Cache Block Addr: 424128, Byte Offset: 9, FaultType: bit_flip, Mask: 00010000
Tick: 979988000, Cache Block Addr: 423168, Byte Offset: 30, FaultType: bit_flip, Mask: 00100000
Tick: 996351000, Cache Block Addr: 423488, Byte Offset: 61, FaultType: bit_flip, Mask: 01000000
Tick: 1036492000, Cache Block Addr: 423488, Byte Offset: 18, FaultType: bit_flip, Mask: 00100000
Tick: 1263225000, Cache Block Addr: 269888, Byte Offset: 6, FaultType: bit_flip, Mask: 00000010
Tick: 1379951000, Cache Block Addr: 424000, Byte Offset: 62, FaultType: bit_flip, Mask: 00010000
Tick: 1464870000, Cache Block Addr: 424896, Byte Offset: 34, FaultType: bit_flip, Mask: 00010000
Tick: 1715446000, Cache Block Addr: 423232, Byte Offset: 53, FaultType: bit_flip, Mask: 10000000
Tick: 1720550000, Cache Block Addr: 424128, Byte Offset: 54, FaultType: bit_flip, Mask: 00001000
Tick: 1958205000, Cache Block Addr: 423872, Byte Offset: 36, FaultType: bit_flip, Mask: 00100000
Tick: 1981769000, Cache Block Addr: 424768, Byte Offset: 19, FaultType: bit_flip, Mask: 10000000
