Tick: 58698000, Cache Block Addr: 96960, Byte Offset: 19, FaultType: bit_flip, Mask: 00000010
Tick: 64327000, Cache Block Addr: 98304, Byte Offset: 33, FaultType: bit_flip, Mask: 00010000
Tick: 85169000, Cache Block Addr: 105408, Byte Offset: 13, FaultType: bit_flip, Mask: 00001000
Tick: 91181000, Cache Block Addr: 115008, Byte Offset: 34, FaultType: bit_flip, Mask: 01000000
Tick: 91950000, Cache Block Addr: 121280, Byte Offset: 25, FaultType: bit_flip, Mask: 00001000
Tick: 110982000, Cache Block Addr: 120448, Byte Offset: 37, FaultType: bit_flip, Mask: 00100000
Tick: 122132000, Cache Block Addr: 80064, Byte Offset: 22, FaultType: bit_flip, Mask: 00000100
Tick: 124502000, Cache Block Addr: 73152, Byte Offset: 20, FaultType: bit_flip, Mask: 00000100
Tick: 135153000, Cache Block Addr: 102464, Byte Offset: 27, FaultType: bit_flip, Mask: 00100000
Tick: 155113000, Cache Block Addr: 107648, Byte Offset: 22, FaultType: bit_flip, Mask: 10000000
Tick: 158014000, Cache Block Addr: 104832, Byte Offset: 34, FaultType: bit_flip, Mask: 01000000
Tick: 162239000, Cache Block Addr: 61824, Byte Offset: 19, FaultType: bit_flip, Mask: 00100000
Tick: 168856000, Cache Block Addr: 74112, Byte Offset: 7, FaultType: bit_flip, Mask: 00001000
Tick: 174040000, Cache Block Addr: 84288, Byte Offset: 56, FaultType: bit_flip, Mask: 01000000
Tick: 188253000, Cache Block Addr: 96448, Byte Offset: 20, FaultType: bit_flip, Mask: 00010000
Tick: 224211000, Cache Block Addr: 120768, Byte Offset: 8, FaultType: bit_flip, Mask: 00000001
Tick: 227136000, Cache Block Addr: 63296, Byte Offset: 57, FaultType: bit_flip, Mask: 10000000
Tick: 236992000, Cache Block Addr: 61760, Byte Offset: 48, FaultType: bit_flip, Mask: 00000010
Tick: 237293000, Cache Block Addr: 62336, Byte Offset: 19, FaultType: bit_flip, Mask: 00000100
Tick: 262924000, Cache Block Addr: 106176, Byte Offset: 61, FaultType: bit_flip, Mask: 00001000
Tick: 275759000, Cache Block Addr: 97408, Byte Offset: 27, FaultType: bit_flip, Mask: 00000010
Tick: 281972000, Cache Block Addr: 114112, Byte Offset: 11, FaultType: bit_flip, Mask: 00001000
Tick: 296901000, Cache Block Addr: 72192, Byte Offset: 51, FaultType: bit_flip, Mask: 00000010
Tick: 300761000, Cache Block Addr: 61760, Byte Offset: 11, FaultType: bit_flip, Mask: 00100000
Tick: 308806000, Cache Block Addr: 71936, Byte Offset: 25, FaultType: bit_flip, Mask: 00100000
Tick: 313109000, Cache Block Addr: 84352, Byte Offset: 6, FaultType: bit_flip, Mask: 00000100
Tick: 317704000, Cache Block Addr: 89984, Byte Offset: 30, FaultType: bit_flip, Mask: 00100000
Tick: 318538000, Cache Block Addr: 78848, Byte Offset: 44, FaultType: bit_flip, Mask: 00000001
Tick: 318543000, Cache Block Addr: 93952, Byte Offset: 28, FaultType: bit_flip, Mask: 00001000
Tick: 340662000, Cache Block Addr: 113216, Byte Offset: 54, FaultType: bit_flip, Mask: 00100000
Tick: 342499000, Cache Block Addr: 98112, Byte Offset: 20, FaultType: bit_flip, Mask: 00001000
