run,status,exit_code,wall_seconds,fail_reason,start_iso,end_iso
1,OK,0,347,-,2026-05-12T04:04:14+00:00,2026-05-12T04:10:01+00:00
3,OK,0,484,-,2026-05-12T04:04:15+00:00,2026-05-12T04:12:19+00:00
4,OK,0,486,-,2026-05-12T04:04:16+00:00,2026-05-12T04:12:22+00:00
2,OK,0,488,-,2026-05-12T04:04:15+00:00,2026-05-12T04:12:23+00:00
7,OK,0,478,-,2026-05-12T04:04:46+00:00,2026-05-12T04:12:44+00:00
5,OK,0,483,-,2026-05-12T04:04:41+00:00,2026-05-12T04:12:44+00:00
6,OK,0,485,-,2026-05-12T04:04:42+00:00,2026-05-12T04:12:47+00:00
8,CRASH,134,535,exit_134,2026-05-12T04:04:46+00:00,2026-05-12T04:13:41+00:00
9,CRASH,134,539,exit_134,2026-05-12T04:10:01+00:00,2026-05-12T04:19:00+00:00
10,CRASH,134,500,exit_134,2026-05-12T04:12:19+00:00,2026-05-12T04:20:39+00:00
14,OK,0,480,-,2026-05-12T04:12:44+00:00,2026-05-12T04:20:44+00:00
15,OK,0,478,-,2026-05-12T04:12:47+00:00,2026-05-12T04:20:45+00:00
12,CRASH,134,536,exit_134,2026-05-12T04:12:23+00:00,2026-05-12T04:21:19+00:00
11,CRASH,134,581,exit_134,2026-05-12T04:12:22+00:00,2026-05-12T04:22:03+00:00
13,CRASH,134,607,exit_134,2026-05-12T04:12:44+00:00,2026-05-12T04:22:51+00:00
16,CRASH,134,600,exit_134,2026-05-12T04:13:41+00:00,2026-05-12T04:23:41+00:00
17,OK,0,461,-,2026-05-12T04:19:00+00:00,2026-05-12T04:26:41+00:00
18,OK,0,473,-,2026-05-12T04:20:39+00:00,2026-05-12T04:28:32+00:00
19,OK,0,472,-,2026-05-12T04:20:44+00:00,2026-05-12T04:28:36+00:00
20,OK,0,478,-,2026-05-12T04:20:45+00:00,2026-05-12T04:28:43+00:00
