Tick: 62968000, Cache Block Addr: 417408, Byte Offset: 27, FaultType: bit_flip, Mask: 00000001
Tick: 69716000, Cache Block Addr: 418304, Byte Offset: 46, FaultType: bit_flip, Mask: 00001000
Tick: 69928000, Cache Block Addr: 472128, Byte Offset: 2, FaultType: bit_flip, Mask: 00100000
Tick: 74221000, Cache Block Addr: 453056, Byte Offset: 4, FaultType: bit_flip, Mask: 01000000
Tick: 89074000, Cache Block Addr: 461696, Byte Offset: 9, FaultType: bit_flip, Mask: 01000000
Tick: 96083000, Cache Block Addr: 484928, Byte Offset: 30, FaultType: bit_flip, Mask: 00010000
Tick: 117020000, Cache Block Addr: 484160, Byte Offset: 37, FaultType: bit_flip, Mask: 00000100
Tick: 117934000, Cache Block Addr: 458624, Byte Offset: 6, FaultType: bit_flip, Mask: 10000000
Tick: 146156000, Cache Block Addr: 500032, Byte Offset: 58, FaultType: bit_flip, Mask: 01000000
Tick: 148568000, Cache Block Addr: 507072, Byte Offset: 37, FaultType: bit_flip, Mask: 00000001
Tick: 167074000, Cache Block Addr: 484608, Byte Offset: 0, FaultType: bit_flip, Mask: 00001000
Tick: 173031000, Cache Block Addr: 504768, Byte Offset: 53, FaultType: bit_flip, Mask: 00100000
Tick: 188222000, Cache Block Addr: 500736, Byte Offset: 7, FaultType: bit_flip, Mask: 00100000
Tick: 219514000, Cache Block Addr: 510592, Byte Offset: 21, FaultType: bit_flip, Mask: 10000000
Tick: 226720000, Cache Block Addr: 522944, Byte Offset: 3, FaultType: bit_flip, Mask: 00010000
Tick: 227651000, Cache Block Addr: 516480, Byte Offset: 36, FaultType: bit_flip, Mask: 00000100
Tick: 229926000, Cache Block Addr: 510976, Byte Offset: 33, FaultType: bit_flip, Mask: 01000000
Tick: 229974000, Cache Block Addr: 527232, Byte Offset: 42, FaultType: bit_flip, Mask: 00000010
Tick: 238865000, Cache Block Addr: 519872, Byte Offset: 1, FaultType: bit_flip, Mask: 00001000
Tick: 243952000, Cache Block Addr: 481920, Byte Offset: 26, FaultType: bit_flip, Mask: 01000000
Tick: 297674000, Cache Block Addr: 510208, Byte Offset: 46, FaultType: bit_flip, Mask: 00010000
Tick: 301653000, Cache Block Addr: 519040, Byte Offset: 4, FaultType: bit_flip, Mask: 00000010
Tick: 304007000, Cache Block Addr: 523200, Byte Offset: 35, FaultType: bit_flip, Mask: 00001000
Tick: 305832000, Cache Block Addr: 526016, Byte Offset: 22, FaultType: bit_flip, Mask: 10000000
Tick: 310502000, Cache Block Addr: 518976, Byte Offset: 56, FaultType: bit_flip, Mask: 00000100
Tick: 313555000, Cache Block Addr: 474176, Byte Offset: 27, FaultType: bit_flip, Mask: 00000001
Tick: 323350000, Cache Block Addr: 523776, Byte Offset: 30, FaultType: bit_flip, Mask: 00001000
Tick: 353188000, Cache Block Addr: 500160, Byte Offset: 16, FaultType: bit_flip, Mask: 10000000
Tick: 374703000, Cache Block Addr: 510464, Byte Offset: 32, FaultType: bit_flip, Mask: 00000010
