Tick: 54416000, Cache Block Addr: 469056, Byte Offset: 3, FaultType: bit_flip, Mask: 00010000
Tick: 60256000, Cache Block Addr: 471936, Byte Offset: 46, FaultType: bit_flip, Mask: 00000100
Tick: 72657000, Cache Block Addr: 481792, Byte Offset: 61, FaultType: bit_flip, Mask: 00000100
Tick: 73445000, Cache Block Addr: 416000, Byte Offset: 7, FaultType: bit_flip, Mask: 01000000
Tick: 104733000, Cache Block Addr: 473088, Byte Offset: 54, FaultType: bit_flip, Mask: 00010000
Tick: 135231000, Cache Block Addr: 483008, Byte Offset: 28, FaultType: bit_flip, Mask: 01000000
Tick: 196892000, Cache Block Addr: 514624, Byte Offset: 59, FaultType: bit_flip, Mask: 00001000
Tick: 199065000, Cache Block Addr: 500288, Byte Offset: 57, FaultType: bit_flip, Mask: 00000100
Tick: 199131000, Cache Block Addr: 499840, Byte Offset: 44, FaultType: bit_flip, Mask: 00010000
Tick: 206732000, Cache Block Addr: 516992, Byte Offset: 11, FaultType: bit_flip, Mask: 00100000
Tick: 207604000, Cache Block Addr: 497920, Byte Offset: 7, FaultType: bit_flip, Mask: 00001000
Tick: 215576000, Cache Block Addr: 507520, Byte Offset: 33, FaultType: bit_flip, Mask: 00000010
Tick: 217023000, Cache Block Addr: 517120, Byte Offset: 55, FaultType: bit_flip, Mask: 00000100
Tick: 220100000, Cache Block Addr: 529152, Byte Offset: 19, FaultType: bit_flip, Mask: 00000100
Tick: 224170000, Cache Block Addr: 525696, Byte Offset: 1, FaultType: bit_flip, Mask: 00000010
Tick: 228047000, Cache Block Addr: 506112, Byte Offset: 59, FaultType: bit_flip, Mask: 00100000
