Tick: 61523000, Cache Block Addr: 473088, Byte Offset: 59, FaultType: bit_flip, Mask: 00000100
Tick: 106472000, Cache Block Addr: 491904, Byte Offset: 61, FaultType: bit_flip, Mask: 00001000
Tick: 107528000, Cache Block Addr: 492800, Byte Offset: 57, FaultType: bit_flip, Mask: 00000010
Tick: 108802000, Cache Block Addr: 483520, Byte Offset: 51, FaultType: bit_flip, Mask: 00000001
Tick: 118949000, Cache Block Addr: 491136, Byte Offset: 45, FaultType: bit_flip, Mask: 00100000
Tick: 120345000, Cache Block Addr: 496192, Byte Offset: 24, FaultType: bit_flip, Mask: 00001000
Tick: 127156000, Cache Block Addr: 482624, Byte Offset: 42, FaultType: bit_flip, Mask: 00000001
Tick: 129907000, Cache Block Addr: 491392, Byte Offset: 18, FaultType: bit_flip, Mask: 00000010
Tick: 131595000, Cache Block Addr: 496064, Byte Offset: 30, FaultType: bit_flip, Mask: 00000001
Tick: 150201000, Cache Block Addr: 506752, Byte Offset: 5, FaultType: bit_flip, Mask: 00000001
Tick: 159722000, Cache Block Addr: 483520, Byte Offset: 31, FaultType: bit_flip, Mask: 00010000
Tick: 175852000, Cache Block Addr: 503296, Byte Offset: 50, FaultType: bit_flip, Mask: 00100000
Tick: 179110000, Cache Block Addr: 496256, Byte Offset: 8, FaultType: bit_flip, Mask: 00001000
Tick: 205193000, Cache Block Addr: 517248, Byte Offset: 56, FaultType: bit_flip, Mask: 00000001
Tick: 247444000, Cache Block Addr: 519680, Byte Offset: 6, FaultType: bit_flip, Mask: 00000001
Tick: 256412000, Cache Block Addr: 474496, Byte Offset: 58, FaultType: bit_flip, Mask: 01000000
Tick: 286258000, Cache Block Addr: 501312, Byte Offset: 51, FaultType: bit_flip, Mask: 00001000
Tick: 293902000, Cache Block Addr: 498560, Byte Offset: 32, FaultType: bit_flip, Mask: 00001000
Tick: 297147000, Cache Block Addr: 523648, Byte Offset: 53, FaultType: bit_flip, Mask: 01000000
Tick: 310116000, Cache Block Addr: 509312, Byte Offset: 42, FaultType: bit_flip, Mask: 00000010
Tick: 314766000, Cache Block Addr: 473344, Byte Offset: 56, FaultType: bit_flip, Mask: 00000001
Tick: 325678000, Cache Block Addr: 521792, Byte Offset: 54, FaultType: bit_flip, Mask: 01000000
Tick: 340223000, Cache Block Addr: 481408, Byte Offset: 0, FaultType: bit_flip, Mask: 00100000
Tick: 340525000, Cache Block Addr: 480256, Byte Offset: 5, FaultType: bit_flip, Mask: 00000100
Tick: 344390000, Cache Block Addr: 499328, Byte Offset: 22, FaultType: bit_flip, Mask: 01000000
Tick: 359344000, Cache Block Addr: 513280, Byte Offset: 14, FaultType: bit_flip, Mask: 00000001
Tick: 362682000, Cache Block Addr: 515904, Byte Offset: 46, FaultType: bit_flip, Mask: 00000010
Tick: 367857000, Cache Block Addr: 508288, Byte Offset: 37, FaultType: bit_flip, Mask: 00010000
Tick: 374505000, Cache Block Addr: 516928, Byte Offset: 21, FaultType: bit_flip, Mask: 00010000
Tick: 375793000, Cache Block Addr: 499264, Byte Offset: 37, FaultType: bit_flip, Mask: 00001000
Tick: 377983000, Cache Block Addr: 505344, Byte Offset: 16, FaultType: bit_flip, Mask: 00000001
Tick: 382031000, Cache Block Addr: 512448, Byte Offset: 24, FaultType: bit_flip, Mask: 00010000
Tick: 387141000, Cache Block Addr: 517440, Byte Offset: 42, FaultType: bit_flip, Mask: 00001000
Tick: 392819000, Cache Block Addr: 530624, Byte Offset: 60, FaultType: bit_flip, Mask: 10000000
Tick: 404427000, Cache Block Addr: 528384, Byte Offset: 23, FaultType: bit_flip, Mask: 00100000
Tick: 410678000, Cache Block Addr: 487360, Byte Offset: 8, FaultType: bit_flip, Mask: 01000000
Tick: 413548000, Cache Block Addr: 478016, Byte Offset: 43, FaultType: bit_flip, Mask: 00010000
Tick: 437326000, Cache Block Addr: 487872, Byte Offset: 22, FaultType: bit_flip, Mask: 01000000
Tick: 455209000, Cache Block Addr: 521088, Byte Offset: 57, FaultType: bit_flip, Mask: 00010000
Tick: 455891000, Cache Block Addr: 529280, Byte Offset: 14, FaultType: bit_flip, Mask: 00001000
Tick: 458477000, Cache Block Addr: 506944, Byte Offset: 6, FaultType: bit_flip, Mask: 10000000
Tick: 480035000, Cache Block Addr: 473408, Byte Offset: 9, FaultType: bit_flip, Mask: 00001000
Tick: 499315000, Cache Block Addr: 486976, Byte Offset: 20, FaultType: bit_flip, Mask: 01000000
Tick: 508470000, Cache Block Addr: 495232, Byte Offset: 10, FaultType: bit_flip, Mask: 00000001
Tick: 521616000, Cache Block Addr: 513088, Byte Offset: 55, FaultType: bit_flip, Mask: 00010000
Tick: 525256000, Cache Block Addr: 523200, Byte Offset: 41, FaultType: bit_flip, Mask: 00000001
Tick: 532969000, Cache Block Addr: 521792, Byte Offset: 8, FaultType: bit_flip, Mask: 00000010
Tick: 543083000, Cache Block Addr: 532032, Byte Offset: 48, FaultType: bit_flip, Mask: 00001000
Tick: 550043000, Cache Block Addr: 478208, Byte Offset: 8, FaultType: bit_flip, Mask: 00001000
Tick: 551234000, Cache Block Addr: 467776, Byte Offset: 41, FaultType: bit_flip, Mask: 00100000
Tick: 556238000, Cache Block Addr: 520704, Byte Offset: 61, FaultType: bit_flip, Mask: 00000001
Tick: 556987000, Cache Block Addr: 474112, Byte Offset: 15, FaultType: bit_flip, Mask: 00010000
Tick: 565819000, Cache Block Addr: 473280, Byte Offset: 30, FaultType: bit_flip, Mask: 00000010
Tick: 574358000, Cache Block Addr: 481664, Byte Offset: 9, FaultType: bit_flip, Mask: 10000000
Tick: 574443000, Cache Block Addr: 473536, Byte Offset: 17, FaultType: bit_flip, Mask: 00100000
Tick: 582514000, Cache Block Addr: 478144, Byte Offset: 16, FaultType: bit_flip, Mask: 00000010
Tick: 591139000, Cache Block Addr: 485568, Byte Offset: 43, FaultType: bit_flip, Mask: 00000100
Tick: 606227000, Cache Block Addr: 504768, Byte Offset: 21, FaultType: bit_flip, Mask: 10000000
Tick: 608152000, Cache Block Addr: 508160, Byte Offset: 38, FaultType: bit_flip, Mask: 00000001
Tick: 610472000, Cache Block Addr: 507136, Byte Offset: 29, FaultType: bit_flip, Mask: 00010000
Tick: 613945000, Cache Block Addr: 505536, Byte Offset: 15, FaultType: bit_flip, Mask: 10000000
Tick: 616513000, Cache Block Addr: 513856, Byte Offset: 18, FaultType: bit_flip, Mask: 01000000
Tick: 616859000, Cache Block Addr: 505920, Byte Offset: 51, FaultType: bit_flip, Mask: 00000100
Tick: 625155000, Cache Block Addr: 470848, Byte Offset: 11, FaultType: bit_flip, Mask: 00000010
Tick: 656813000, Cache Block Addr: 482112, Byte Offset: 13, FaultType: bit_flip, Mask: 00000001
Tick: 657217000, Cache Block Addr: 479744, Byte Offset: 46, FaultType: bit_flip, Mask: 10000000
Tick: 657487000, Cache Block Addr: 498304, Byte Offset: 30, FaultType: bit_flip, Mask: 00010000
Tick: 660209000, Cache Block Addr: 487616, Byte Offset: 30, FaultType: bit_flip, Mask: 00001000
Tick: 670536000, Cache Block Addr: 502976, Byte Offset: 38, FaultType: bit_flip, Mask: 10000000
Tick: 712189000, Cache Block Addr: 485504, Byte Offset: 9, FaultType: bit_flip, Mask: 00000100
Tick: 714043000, Cache Block Addr: 531456, Byte Offset: 12, FaultType: bit_flip, Mask: 00000001
Tick: 743471000, Cache Block Addr: 507456, Byte Offset: 9, FaultType: bit_flip, Mask: 00100000
Tick: 760448000, Cache Block Addr: 504832, Byte Offset: 2, FaultType: bit_flip, Mask: 01000000
Tick: 762586000, Cache Block Addr: 507648, Byte Offset: 18, FaultType: bit_flip, Mask: 10000000
Tick: 783999000, Cache Block Addr: 481088, Byte Offset: 23, FaultType: bit_flip, Mask: 00100000
Tick: 791979000, Cache Block Addr: 487872, Byte Offset: 37, FaultType: bit_flip, Mask: 00000001
Tick: 803624000, Cache Block Addr: 475072, Byte Offset: 25, FaultType: bit_flip, Mask: 00000100
Tick: 803803000, Cache Block Addr: 498432, Byte Offset: 58, FaultType: bit_flip, Mask: 00001000
Tick: 804059000, Cache Block Addr: 485184, Byte Offset: 11, FaultType: bit_flip, Mask: 00000001
Tick: 821175000, Cache Block Addr: 511936, Byte Offset: 11, FaultType: bit_flip, Mask: 00001000
Tick: 860744000, Cache Block Addr: 471168, Byte Offset: 29, FaultType: bit_flip, Mask: 00000010
Tick: 866688000, Cache Block Addr: 470720, Byte Offset: 5, FaultType: bit_flip, Mask: 01000000
Tick: 874078000, Cache Block Addr: 531776, Byte Offset: 9, FaultType: bit_flip, Mask: 01000000
Tick: 874533000, Cache Block Addr: 527744, Byte Offset: 54, FaultType: bit_flip, Mask: 00000001
Tick: 890076000, Cache Block Addr: 503296, Byte Offset: 1, FaultType: bit_flip, Mask: 00000001
Tick: 897246000, Cache Block Addr: 505792, Byte Offset: 36, FaultType: bit_flip, Mask: 00100000
Tick: 900504000, Cache Block Addr: 485312, Byte Offset: 5, FaultType: bit_flip, Mask: 01000000
Tick: 907612000, Cache Block Addr: 508864, Byte Offset: 36, FaultType: bit_flip, Mask: 00001000
Tick: 915463000, Cache Block Addr: 523712, Byte Offset: 14, FaultType: bit_flip, Mask: 00010000
Tick: 925677000, Cache Block Addr: 467904, Byte Offset: 30, FaultType: bit_flip, Mask: 00100000
Tick: 926561000, Cache Block Addr: 518656, Byte Offset: 12, FaultType: bit_flip, Mask: 10000000
Tick: 931986000, Cache Block Addr: 471104, Byte Offset: 6, FaultType: bit_flip, Mask: 00010000
Tick: 940875000, Cache Block Addr: 470592, Byte Offset: 27, FaultType: bit_flip, Mask: 00000010
Tick: 944326000, Cache Block Addr: 488448, Byte Offset: 22, FaultType: bit_flip, Mask: 00000001
Tick: 945115000, Cache Block Addr: 527104, Byte Offset: 20, FaultType: bit_flip, Mask: 00001000
Tick: 949315000, Cache Block Addr: 530688, Byte Offset: 7, FaultType: bit_flip, Mask: 10000000
Tick: 966684000, Cache Block Addr: 478720, Byte Offset: 9, FaultType: bit_flip, Mask: 00000100
Tick: 980383000, Cache Block Addr: 505920, Byte Offset: 62, FaultType: bit_flip, Mask: 00001000
Tick: 986132000, Cache Block Addr: 507968, Byte Offset: 42, FaultType: bit_flip, Mask: 00000001
Tick: 1013478000, Cache Block Addr: 528704, Byte Offset: 13, FaultType: bit_flip, Mask: 00001000
Tick: 1015247000, Cache Block Addr: 520512, Byte Offset: 5, FaultType: bit_flip, Mask: 10000000
Tick: 1023344000, Cache Block Addr: 531328, Byte Offset: 13, FaultType: bit_flip, Mask: 00000001
Tick: 1053383000, Cache Block Addr: 510976, Byte Offset: 26, FaultType: bit_flip, Mask: 01000000
Tick: 1064590000, Cache Block Addr: 508096, Byte Offset: 57, FaultType: bit_flip, Mask: 00000100
Tick: 1090815000, Cache Block Addr: 467904, Byte Offset: 53, FaultType: bit_flip, Mask: 00010000
Tick: 1098378000, Cache Block Addr: 472384, Byte Offset: 8, FaultType: bit_flip, Mask: 00000100
