run,status,exit_code,wall_seconds,fail_reason,start_iso,end_iso
2,OK,0,5,-,2026-05-11T00:56:00+00:00,2026-05-11T00:56:05+00:00
6,OK,0,3,-,2026-05-11T00:56:02+00:00,2026-05-11T00:56:05+00:00
4,OK,0,5,-,2026-05-11T00:56:01+00:00,2026-05-11T00:56:06+00:00
8,OK,0,5,-,2026-05-11T00:56:05+00:00,2026-05-11T00:56:10+00:00
1,CRASH,137,15,exit_137,2026-05-11T00:55:57+00:00,2026-05-11T00:56:12+00:00
3,CRASH,137,15,exit_137,2026-05-11T00:56:00+00:00,2026-05-11T00:56:15+00:00
5,CRASH,137,15,exit_137,2026-05-11T00:56:01+00:00,2026-05-11T00:56:16+00:00
11,OK,0,5,-,2026-05-11T00:56:12+00:00,2026-05-11T00:56:17+00:00
7,CRASH,137,15,exit_137,2026-05-11T00:56:05+00:00,2026-05-11T00:56:20+00:00
9,CRASH,137,15,exit_137,2026-05-11T00:56:06+00:00,2026-05-11T00:56:21+00:00
10,CRASH,137,15,exit_137,2026-05-11T00:56:10+00:00,2026-05-11T00:56:25+00:00
17,OK,0,5,-,2026-05-11T00:56:25+00:00,2026-05-11T00:56:30+00:00
12,CRASH,137,15,exit_137,2026-05-11T00:56:15+00:00,2026-05-11T00:56:30+00:00
13,CRASH,137,15,exit_137,2026-05-11T00:56:16+00:00,2026-05-11T00:56:31+00:00
14,CRASH,137,15,exit_137,2026-05-11T00:56:17+00:00,2026-05-11T00:56:32+00:00
19,OK,0,5,-,2026-05-11T00:56:30+00:00,2026-05-11T00:56:35+00:00
15,CRASH,137,15,exit_137,2026-05-11T00:56:20+00:00,2026-05-11T00:56:35+00:00
16,CRASH,137,15,exit_137,2026-05-11T00:56:21+00:00,2026-05-11T00:56:36+00:00
20,OK,0,4,-,2026-05-11T00:56:31+00:00,2026-05-11T00:56:36+00:00
18,CRASH,137,15,exit_137,2026-05-11T00:56:30+00:00,2026-05-11T00:56:45+00:00
21,CRASH,137,15,exit_137,2026-05-11T00:56:32+00:00,2026-05-11T00:56:47+00:00
22,CRASH,137,15,exit_137,2026-05-11T00:56:35+00:00,2026-05-11T00:56:50+00:00
23,CRASH,137,15,exit_137,2026-05-11T00:56:35+00:00,2026-05-11T00:56:50+00:00
24,CRASH,137,15,exit_137,2026-05-11T00:56:36+00:00,2026-05-11T00:56:51+00:00
25,CRASH,137,15,exit_137,2026-05-11T00:56:36+00:00,2026-05-11T00:56:51+00:00
28,OK,0,5,-,2026-05-11T00:56:50+00:00,2026-05-11T00:56:55+00:00
26,CRASH,137,15,exit_137,2026-05-11T00:56:45+00:00,2026-05-11T00:57:00+00:00
27,CRASH,137,15,exit_137,2026-05-11T00:56:47+00:00,2026-05-11T00:57:02+00:00
29,CRASH,137,15,exit_137,2026-05-11T00:56:50+00:00,2026-05-11T00:57:05+00:00
30,CRASH,137,15,exit_137,2026-05-11T00:56:51+00:00,2026-05-11T00:57:06+00:00
31,CRASH,137,15,exit_137,2026-05-11T00:56:51+00:00,2026-05-11T00:57:06+00:00
32,CRASH,137,15,exit_137,2026-05-11T00:56:55+00:00,2026-05-11T00:57:10+00:00
33,CRASH,137,15,exit_137,2026-05-11T00:57:00+00:00,2026-05-11T00:57:15+00:00
34,CRASH,137,15,exit_137,2026-05-11T00:57:02+00:00,2026-05-11T00:57:17+00:00
35,CRASH,137,15,exit_137,2026-05-11T00:57:05+00:00,2026-05-11T00:57:20+00:00
36,CRASH,137,15,exit_137,2026-05-11T00:57:06+00:00,2026-05-11T00:57:21+00:00
37,CRASH,137,15,exit_137,2026-05-11T00:57:06+00:00,2026-05-11T00:57:21+00:00
38,CRASH,137,15,exit_137,2026-05-11T00:57:10+00:00,2026-05-11T00:57:25+00:00
39,CRASH,137,15,exit_137,2026-05-11T00:57:15+00:00,2026-05-11T00:57:30+00:00
40,CRASH,137,15,exit_137,2026-05-11T00:57:17+00:00,2026-05-11T00:57:32+00:00
