Tick: 60207000, Cache Block Addr: 91008, Byte Offset: 8, FaultType: bit_flip, Mask: 00000010
Tick: 62594000, Cache Block Addr: 107968, Byte Offset: 28, FaultType: bit_flip, Mask: 01000000
Tick: 87016000, Cache Block Addr: 99712, Byte Offset: 1, FaultType: bit_flip, Mask: 01000000
Tick: 97053000, Cache Block Addr: 120640, Byte Offset: 33, FaultType: bit_flip, Mask: 00001000
Tick: 100755000, Cache Block Addr: 74048, Byte Offset: 62, FaultType: bit_flip, Mask: 00000001
Tick: 121161000, Cache Block Addr: 64832, Byte Offset: 2, FaultType: bit_flip, Mask: 00000001
Tick: 126314000, Cache Block Addr: 76288, Byte Offset: 63, FaultType: bit_flip, Mask: 00100000
Tick: 127880000, Cache Block Addr: 101504, Byte Offset: 20, FaultType: bit_flip, Mask: 00010000
Tick: 129291000, Cache Block Addr: 97792, Byte Offset: 40, FaultType: bit_flip, Mask: 00000010
