Tick: 81620000, Cache Block Addr: 400768, Byte Offset: 54, FaultType: bit_flip, Mask: 10000000
Tick: 93440000, Cache Block Addr: 477120, Byte Offset: 32, FaultType: bit_flip, Mask: 00000001
Tick: 112796000, Cache Block Addr: 474048, Byte Offset: 25, FaultType: bit_flip, Mask: 00000010
Tick: 136215000, Cache Block Addr: 500032, Byte Offset: 43, FaultType: bit_flip, Mask: 00000010
Tick: 143541000, Cache Block Addr: 480896, Byte Offset: 59, FaultType: bit_flip, Mask: 00100000
Tick: 143697000, Cache Block Addr: 506240, Byte Offset: 33, FaultType: bit_flip, Mask: 00100000
Tick: 158859000, Cache Block Addr: 488256, Byte Offset: 0, FaultType: bit_flip, Mask: 00000001
Tick: 183090000, Cache Block Addr: 488064, Byte Offset: 17, FaultType: bit_flip, Mask: 00100000
Tick: 183863000, Cache Block Addr: 515904, Byte Offset: 41, FaultType: bit_flip, Mask: 00100000
Tick: 188596000, Cache Block Addr: 507520, Byte Offset: 8, FaultType: bit_flip, Mask: 00000001
Tick: 206221000, Cache Block Addr: 510976, Byte Offset: 33, FaultType: bit_flip, Mask: 00100000
Tick: 208322000, Cache Block Addr: 502208, Byte Offset: 39, FaultType: bit_flip, Mask: 00000010
Tick: 212732000, Cache Block Addr: 512256, Byte Offset: 52, FaultType: bit_flip, Mask: 00010000
Tick: 214418000, Cache Block Addr: 460800, Byte Offset: 47, FaultType: bit_flip, Mask: 00000010
Tick: 218832000, Cache Block Addr: 510208, Byte Offset: 13, FaultType: bit_flip, Mask: 00010000
Tick: 224357000, Cache Block Addr: 527552, Byte Offset: 12, FaultType: bit_flip, Mask: 00000100
Tick: 238313000, Cache Block Addr: 524160, Byte Offset: 30, FaultType: bit_flip, Mask: 00000010
Tick: 239597000, Cache Block Addr: 510720, Byte Offset: 28, FaultType: bit_flip, Mask: 00010000
Tick: 243561000, Cache Block Addr: 509696, Byte Offset: 20, FaultType: bit_flip, Mask: 00100000
Tick: 252051000, Cache Block Addr: 510144, Byte Offset: 27, FaultType: bit_flip, Mask: 00010000
Tick: 266026000, Cache Block Addr: 516416, Byte Offset: 62, FaultType: bit_flip, Mask: 00010000
Tick: 266296000, Cache Block Addr: 472832, Byte Offset: 57, FaultType: bit_flip, Mask: 10000000
Tick: 267612000, Cache Block Addr: 508928, Byte Offset: 58, FaultType: bit_flip, Mask: 00000010
Tick: 276147000, Cache Block Addr: 517824, Byte Offset: 15, FaultType: bit_flip, Mask: 00000100
Tick: 282031000, Cache Block Addr: 472704, Byte Offset: 48, FaultType: bit_flip, Mask: 00000010
Tick: 287103000, Cache Block Addr: 515840, Byte Offset: 14, FaultType: bit_flip, Mask: 10000000
Tick: 292016000, Cache Block Addr: 520000, Byte Offset: 36, FaultType: bit_flip, Mask: 00000100
Tick: 300820000, Cache Block Addr: 467200, Byte Offset: 33, FaultType: bit_flip, Mask: 00010000
Tick: 307669000, Cache Block Addr: 516224, Byte Offset: 24, FaultType: bit_flip, Mask: 00100000
Tick: 308126000, Cache Block Addr: 467456, Byte Offset: 33, FaultType: bit_flip, Mask: 00000001
Tick: 315416000, Cache Block Addr: 513728, Byte Offset: 15, FaultType: bit_flip, Mask: 10000000
Tick: 317388000, Cache Block Addr: 525248, Byte Offset: 53, FaultType: bit_flip, Mask: 00000001
Tick: 338864000, Cache Block Addr: 527296, Byte Offset: 42, FaultType: bit_flip, Mask: 00000010
Tick: 342706000, Cache Block Addr: 517440, Byte Offset: 20, FaultType: bit_flip, Mask: 00100000
Tick: 360790000, Cache Block Addr: 525824, Byte Offset: 20, FaultType: bit_flip, Mask: 00000010
Tick: 395028000, Cache Block Addr: 467264, Byte Offset: 38, FaultType: bit_flip, Mask: 00001000
Tick: 399198000, Cache Block Addr: 508800, Byte Offset: 27, FaultType: bit_flip, Mask: 00001000
Tick: 408638000, Cache Block Addr: 473024, Byte Offset: 56, FaultType: bit_flip, Mask: 00000010
Tick: 416665000, Cache Block Addr: 528768, Byte Offset: 40, FaultType: bit_flip, Mask: 00100000
Tick: 421873000, Cache Block Addr: 509056, Byte Offset: 52, FaultType: bit_flip, Mask: 00000100
Tick: 436392000, Cache Block Addr: 509056, Byte Offset: 28, FaultType: bit_flip, Mask: 00010000
Tick: 475604000, Cache Block Addr: 473600, Byte Offset: 25, FaultType: bit_flip, Mask: 00000100
Tick: 478367000, Cache Block Addr: 518784, Byte Offset: 29, FaultType: bit_flip, Mask: 10000000
Tick: 479305000, Cache Block Addr: 513984, Byte Offset: 10, FaultType: bit_flip, Mask: 00000010
Tick: 484718000, Cache Block Addr: 520320, Byte Offset: 13, FaultType: bit_flip, Mask: 00000100
Tick: 509131000, Cache Block Addr: 524480, Byte Offset: 45, FaultType: bit_flip, Mask: 00000100
Tick: 514177000, Cache Block Addr: 518400, Byte Offset: 28, FaultType: bit_flip, Mask: 01000000
Tick: 530677000, Cache Block Addr: 530496, Byte Offset: 25, FaultType: bit_flip, Mask: 10000000
Tick: 531482000, Cache Block Addr: 507776, Byte Offset: 31, FaultType: bit_flip, Mask: 00001000
Tick: 558497000, Cache Block Addr: 512448, Byte Offset: 61, FaultType: bit_flip, Mask: 00000100
Tick: 559913000, Cache Block Addr: 527680, Byte Offset: 6, FaultType: bit_flip, Mask: 00000100
Tick: 584510000, Cache Block Addr: 515264, Byte Offset: 34, FaultType: bit_flip, Mask: 00000001
Tick: 587773000, Cache Block Addr: 524096, Byte Offset: 58, FaultType: bit_flip, Mask: 01000000
Tick: 600846000, Cache Block Addr: 509376, Byte Offset: 53, FaultType: bit_flip, Mask: 00000001
Tick: 634451000, Cache Block Addr: 529728, Byte Offset: 0, FaultType: bit_flip, Mask: 10000000
Tick: 634873000, Cache Block Addr: 521536, Byte Offset: 63, FaultType: bit_flip, Mask: 10000000
Tick: 635096000, Cache Block Addr: 510400, Byte Offset: 41, FaultType: bit_flip, Mask: 00001000
Tick: 648395000, Cache Block Addr: 415296, Byte Offset: 42, FaultType: bit_flip, Mask: 01000000
Tick: 659110000, Cache Block Addr: 514816, Byte Offset: 21, FaultType: bit_flip, Mask: 00001000
Tick: 665344000, Cache Block Addr: 512064, Byte Offset: 16, FaultType: bit_flip, Mask: 00010000
Tick: 685692000, Cache Block Addr: 516992, Byte Offset: 8, FaultType: bit_flip, Mask: 00000100
Tick: 686260000, Cache Block Addr: 530816, Byte Offset: 50, FaultType: bit_flip, Mask: 00001000
Tick: 689389000, Cache Block Addr: 507456, Byte Offset: 14, FaultType: bit_flip, Mask: 00000010
Tick: 692836000, Cache Block Addr: 530240, Byte Offset: 54, FaultType: bit_flip, Mask: 00000001
Tick: 747056000, Cache Block Addr: 509824, Byte Offset: 13, FaultType: bit_flip, Mask: 00000010
Tick: 770454000, Cache Block Addr: 470464, Byte Offset: 20, FaultType: bit_flip, Mask: 01000000
Tick: 787372000, Cache Block Addr: 513728, Byte Offset: 58, FaultType: bit_flip, Mask: 00000010
Tick: 792253000, Cache Block Addr: 472320, Byte Offset: 37, FaultType: bit_flip, Mask: 01000000
Tick: 812027000, Cache Block Addr: 512704, Byte Offset: 30, FaultType: bit_flip, Mask: 00010000
Tick: 833405000, Cache Block Addr: 517504, Byte Offset: 1, FaultType: bit_flip, Mask: 00001000
Tick: 836752000, Cache Block Addr: 529024, Byte Offset: 2, FaultType: bit_flip, Mask: 00000010
Tick: 841964000, Cache Block Addr: 472768, Byte Offset: 25, FaultType: bit_flip, Mask: 00000010
Tick: 842619000, Cache Block Addr: 470912, Byte Offset: 26, FaultType: bit_flip, Mask: 00000100
Tick: 864258000, Cache Block Addr: 516224, Byte Offset: 49, FaultType: bit_flip, Mask: 00100000
Tick: 877991000, Cache Block Addr: 516736, Byte Offset: 10, FaultType: bit_flip, Mask: 00100000
