Tick: 52417000, Cache Block Addr: 68288, Byte Offset: 43, FaultType: bit_flip, Mask: 00010000
Tick: 52456000, Cache Block Addr: 78144, Byte Offset: 54, FaultType: bit_flip, Mask: 00001000
Tick: 52828000, Cache Block Addr: 72000, Byte Offset: 29, FaultType: bit_flip, Mask: 00000010
Tick: 52932000, Cache Block Addr: 92672, Byte Offset: 61, FaultType: bit_flip, Mask: 00010000
Tick: 55312000, Cache Block Addr: 84032, Byte Offset: 53, FaultType: bit_flip, Mask: 10000000
Tick: 56600000, Cache Block Addr: 78464, Byte Offset: 63, FaultType: bit_flip, Mask: 00000010
Tick: 60186000, Cache Block Addr: 103552, Byte Offset: 34, FaultType: bit_flip, Mask: 10000000
Tick: 60710000, Cache Block Addr: 81920, Byte Offset: 20, FaultType: bit_flip, Mask: 00000001
Tick: 60980000, Cache Block Addr: 106496, Byte Offset: 22, FaultType: bit_flip, Mask: 00000001
Tick: 62073000, Cache Block Addr: 108544, Byte Offset: 59, FaultType: bit_flip, Mask: 01000000
Tick: 63051000, Cache Block Addr: 101248, Byte Offset: 35, FaultType: bit_flip, Mask: 00010000
Tick: 63149000, Cache Block Addr: 103104, Byte Offset: 13, FaultType: bit_flip, Mask: 00001000
Tick: 63179000, Cache Block Addr: 93632, Byte Offset: 42, FaultType: bit_flip, Mask: 00100000
Tick: 63217000, Cache Block Addr: 104128, Byte Offset: 47, FaultType: bit_flip, Mask: 00001000
Tick: 63251000, Cache Block Addr: 83776, Byte Offset: 12, FaultType: bit_flip, Mask: 10000000
Tick: 63486000, Cache Block Addr: 82688, Byte Offset: 0, FaultType: bit_flip, Mask: 01000000
Tick: 64370000, Cache Block Addr: 81280, Byte Offset: 16, FaultType: bit_flip, Mask: 10000000
Tick: 64428000, Cache Block Addr: 88064, Byte Offset: 11, FaultType: bit_flip, Mask: 10000000
Tick: 64861000, Cache Block Addr: 81152, Byte Offset: 12, FaultType: bit_flip, Mask: 01000000
Tick: 65366000, Cache Block Addr: 110528, Byte Offset: 38, FaultType: bit_flip, Mask: 00000010
Tick: 65460000, Cache Block Addr: 81280, Byte Offset: 17, FaultType: bit_flip, Mask: 00010000
Tick: 68432000, Cache Block Addr: 93824, Byte Offset: 38, FaultType: bit_flip, Mask: 01000000
Tick: 68714000, Cache Block Addr: 93952, Byte Offset: 4, FaultType: bit_flip, Mask: 10000000
Tick: 71908000, Cache Block Addr: 113024, Byte Offset: 48, FaultType: bit_flip, Mask: 00000001
Tick: 71974000, Cache Block Addr: 103552, Byte Offset: 58, FaultType: bit_flip, Mask: 00100000
Tick: 73155000, Cache Block Addr: 106624, Byte Offset: 50, FaultType: bit_flip, Mask: 00000001
Tick: 74145000, Cache Block Addr: 109248, Byte Offset: 21, FaultType: bit_flip, Mask: 00001000
Tick: 74424000, Cache Block Addr: 96320, Byte Offset: 26, FaultType: bit_flip, Mask: 00010000
Tick: 74872000, Cache Block Addr: 90112, Byte Offset: 16, FaultType: bit_flip, Mask: 10000000
Tick: 75996000, Cache Block Addr: 88512, Byte Offset: 12, FaultType: bit_flip, Mask: 00000001
Tick: 81156000, Cache Block Addr: 100032, Byte Offset: 41, FaultType: bit_flip, Mask: 00000001
Tick: 83928000, Cache Block Addr: 114304, Byte Offset: 29, FaultType: bit_flip, Mask: 00100000
Tick: 85238000, Cache Block Addr: 105600, Byte Offset: 25, FaultType: bit_flip, Mask: 10000000
Tick: 85862000, Cache Block Addr: 123968, Byte Offset: 39, FaultType: bit_flip, Mask: 00000001
Tick: 86616000, Cache Block Addr: 63040, Byte Offset: 29, FaultType: bit_flip, Mask: 00001000
Tick: 90177000, Cache Block Addr: 111936, Byte Offset: 52, FaultType: bit_flip, Mask: 00100000
Tick: 90364000, Cache Block Addr: 120640, Byte Offset: 24, FaultType: bit_flip, Mask: 00010000
Tick: 91585000, Cache Block Addr: 126272, Byte Offset: 40, FaultType: bit_flip, Mask: 00100000
Tick: 92253000, Cache Block Addr: 116160, Byte Offset: 46, FaultType: bit_flip, Mask: 00000001
Tick: 92274000, Cache Block Addr: 123712, Byte Offset: 57, FaultType: bit_flip, Mask: 10000000
Tick: 93036000, Cache Block Addr: 122048, Byte Offset: 2, FaultType: bit_flip, Mask: 00000100
Tick: 93257000, Cache Block Addr: 107968, Byte Offset: 42, FaultType: bit_flip, Mask: 00000001
