run,status,exit_code,wall_seconds,fail_reason,start_iso,end_iso
1,OK,0,5,-,2026-05-11T01:02:46+00:00,2026-05-11T01:02:51+00:00
2,OK,0,5,-,2026-05-11T01:02:47+00:00,2026-05-11T01:02:52+00:00
3,OK,0,5,-,2026-05-11T01:02:48+00:00,2026-05-11T01:02:53+00:00
4,OK,0,5,-,2026-05-11T01:02:49+00:00,2026-05-11T01:02:54+00:00
5,OK,0,5,-,2026-05-11T01:02:50+00:00,2026-05-11T01:02:55+00:00
6,OK,0,5,-,2026-05-11T01:02:50+00:00,2026-05-11T01:02:55+00:00
8,OK,0,5,-,2026-05-11T01:02:52+00:00,2026-05-11T01:02:57+00:00
9,OK,0,5,-,2026-05-11T01:02:53+00:00,2026-05-11T01:02:58+00:00
10,OK,0,5,-,2026-05-11T01:02:54+00:00,2026-05-11T01:02:59+00:00
11,OK,0,5,-,2026-05-11T01:02:55+00:00,2026-05-11T01:03:00+00:00
13,OK,0,5,-,2026-05-11T01:02:57+00:00,2026-05-11T01:03:02+00:00
14,OK,0,5,-,2026-05-11T01:02:58+00:00,2026-05-11T01:03:03+00:00
15,OK,0,5,-,2026-05-11T01:02:59+00:00,2026-05-11T01:03:04+00:00
16,OK,0,5,-,2026-05-11T01:03:00+00:00,2026-05-11T01:03:05+00:00
7,CRASH,137,15,exit_137,2026-05-11T01:02:51+00:00,2026-05-11T01:03:06+00:00
17,OK,0,5,-,2026-05-11T01:03:02+00:00,2026-05-11T01:03:07+00:00
18,OK,0,5,-,2026-05-11T01:03:03+00:00,2026-05-11T01:03:08+00:00
19,OK,0,6,-,2026-05-11T01:03:04+00:00,2026-05-11T01:03:10+00:00
12,CRASH,137,15,exit_137,2026-05-11T01:02:55+00:00,2026-05-11T01:03:10+00:00
20,OK,0,6,-,2026-05-11T01:03:05+00:00,2026-05-11T01:03:11+00:00
21,OK,0,5,-,2026-05-11T01:03:06+00:00,2026-05-11T01:03:11+00:00
22,OK,0,5,-,2026-05-11T01:03:07+00:00,2026-05-11T01:03:12+00:00
23,OK,0,6,-,2026-05-11T01:03:08+00:00,2026-05-11T01:03:14+00:00
24,OK,0,5,-,2026-05-11T01:03:10+00:00,2026-05-11T01:03:15+00:00
25,OK,0,5,-,2026-05-11T01:03:10+00:00,2026-05-11T01:03:15+00:00
26,OK,0,5,-,2026-05-11T01:03:11+00:00,2026-05-11T01:03:16+00:00
27,OK,0,5,-,2026-05-11T01:03:11+00:00,2026-05-11T01:03:16+00:00
28,OK,0,5,-,2026-05-11T01:03:12+00:00,2026-05-11T01:03:17+00:00
29,OK,0,4,-,2026-05-11T01:03:14+00:00,2026-05-11T01:03:18+00:00
30,OK,0,5,-,2026-05-11T01:03:15+00:00,2026-05-11T01:03:20+00:00
31,OK,0,5,-,2026-05-11T01:03:15+00:00,2026-05-11T01:03:20+00:00
32,OK,0,5,-,2026-05-11T01:03:16+00:00,2026-05-11T01:03:21+00:00
33,OK,0,5,-,2026-05-11T01:03:16+00:00,2026-05-11T01:03:21+00:00
34,OK,0,5,-,2026-05-11T01:03:17+00:00,2026-05-11T01:03:22+00:00
35,OK,0,4,-,2026-05-11T01:03:19+00:00,2026-05-11T01:03:23+00:00
36,OK,0,5,-,2026-05-11T01:03:20+00:00,2026-05-11T01:03:25+00:00
37,OK,0,5,-,2026-05-11T01:03:20+00:00,2026-05-11T01:03:25+00:00
38,OK,0,4,-,2026-05-11T01:03:21+00:00,2026-05-11T01:03:25+00:00
39,OK,0,5,-,2026-05-11T01:03:21+00:00,2026-05-11T01:03:26+00:00
40,OK,0,5,-,2026-05-11T01:03:22+00:00,2026-05-11T01:03:27+00:00
