Tick: 52082000, Cache Block Addr: 89344, Byte Offset: 41, FaultType: bit_flip, Mask: 00000001
Tick: 52089000, Cache Block Addr: 89024, Byte Offset: 36, FaultType: bit_flip, Mask: 00000010
Tick: 52096000, Cache Block Addr: 90496, Byte Offset: 7, FaultType: bit_flip, Mask: 00100000
Tick: 52114000, Cache Block Addr: 76864, Byte Offset: 0, FaultType: bit_flip, Mask: 00000010
Tick: 52122000, Cache Block Addr: 82432, Byte Offset: 3, FaultType: bit_flip, Mask: 00010000
Tick: 52125000, Cache Block Addr: 87488, Byte Offset: 4, FaultType: bit_flip, Mask: 00000100
Tick: 52141000, Cache Block Addr: 80512, Byte Offset: 25, FaultType: bit_flip, Mask: 10000000
Tick: 52148000, Cache Block Addr: 77312, Byte Offset: 61, FaultType: bit_flip, Mask: 00000100
Tick: 52149000, Cache Block Addr: 90624, Byte Offset: 59, FaultType: bit_flip, Mask: 00010000
Tick: 52149000, Cache Block Addr: 87552, Byte Offset: 55, FaultType: bit_flip, Mask: 00000010
Tick: 52160000, Cache Block Addr: 83328, Byte Offset: 14, FaultType: bit_flip, Mask: 00001000
Tick: 52167000, Cache Block Addr: 82816, Byte Offset: 1, FaultType: bit_flip, Mask: 10000000
Tick: 52174000, Cache Block Addr: 75968, Byte Offset: 17, FaultType: bit_flip, Mask: 00000001
Tick: 52186000, Cache Block Addr: 74432, Byte Offset: 42, FaultType: bit_flip, Mask: 00000010
Tick: 52198000, Cache Block Addr: 78016, Byte Offset: 16, FaultType: bit_flip, Mask: 00000010
Tick: 52247000, Cache Block Addr: 96256, Byte Offset: 36, FaultType: bit_flip, Mask: 10000000
Tick: 52248000, Cache Block Addr: 75008, Byte Offset: 7, FaultType: bit_flip, Mask: 00000100
Tick: 52250000, Cache Block Addr: 100416, Byte Offset: 40, FaultType: bit_flip, Mask: 00100000
Tick: 52254000, Cache Block Addr: 97472, Byte Offset: 4, FaultType: bit_flip, Mask: 10000000
Tick: 52257000, Cache Block Addr: 69696, Byte Offset: 43, FaultType: bit_flip, Mask: 00000100
Tick: 52264000, Cache Block Addr: 72320, Byte Offset: 33, FaultType: bit_flip, Mask: 00000100
