run,status,exit_code,wall_seconds,fail_reason,start_iso,end_iso
4,OK,0,8,-,2026-05-11T01:04:11+00:00,2026-05-11T01:04:19+00:00
5,OK,0,7,-,2026-05-11T01:04:12+00:00,2026-05-11T01:04:19+00:00
6,OK,0,7,-,2026-05-11T01:04:13+00:00,2026-05-11T01:04:20+00:00
1,CRASH,137,15,exit_137,2026-05-11T01:04:09+00:00,2026-05-11T01:04:24+00:00
2,CRASH,137,15,exit_137,2026-05-11T01:04:10+00:00,2026-05-11T01:04:25+00:00
3,CRASH,137,15,exit_137,2026-05-11T01:04:11+00:00,2026-05-11T01:04:26+00:00
8,OK,0,7,-,2026-05-11T01:04:19+00:00,2026-05-11T01:04:26+00:00
10,OK,0,7,-,2026-05-11T01:04:24+00:00,2026-05-11T01:04:31+00:00
7,CRASH,137,15,exit_137,2026-05-11T01:04:19+00:00,2026-05-11T01:04:34+00:00
9,CRASH,137,15,exit_137,2026-05-11T01:04:20+00:00,2026-05-11T01:04:35+00:00
14,OK,0,7,-,2026-05-11T01:04:31+00:00,2026-05-11T01:04:38+00:00
11,CRASH,137,15,exit_137,2026-05-11T01:04:25+00:00,2026-05-11T01:04:40+00:00
15,OK,0,7,-,2026-05-11T01:04:34+00:00,2026-05-11T01:04:41+00:00
17,OK,0,3,-,2026-05-11T01:04:38+00:00,2026-05-11T01:04:41+00:00
12,CRASH,137,15,exit_137,2026-05-11T01:04:26+00:00,2026-05-11T01:04:41+00:00
13,CRASH,137,15,exit_137,2026-05-11T01:04:26+00:00,2026-05-11T01:04:41+00:00
16,OK,0,8,-,2026-05-11T01:04:35+00:00,2026-05-11T01:04:43+00:00
18,OK,0,7,-,2026-05-11T01:04:40+00:00,2026-05-11T01:04:47+00:00
19,OK,0,7,-,2026-05-11T01:04:41+00:00,2026-05-11T01:04:48+00:00
21,OK,0,7,-,2026-05-11T01:04:41+00:00,2026-05-11T01:04:48+00:00
26,OK,0,7,-,2026-05-11T01:04:48+00:00,2026-05-11T01:04:55+00:00
25,OK,0,7,-,2026-05-11T01:04:48+00:00,2026-05-11T01:04:55+00:00
20,CRASH,137,15,exit_137,2026-05-11T01:04:41+00:00,2026-05-11T01:04:56+00:00
22,CRASH,137,15,exit_137,2026-05-11T01:04:41+00:00,2026-05-11T01:04:56+00:00
23,CRASH,137,15,exit_137,2026-05-11T01:04:43+00:00,2026-05-11T01:04:58+00:00
28,OK,0,7,-,2026-05-11T01:04:55+00:00,2026-05-11T01:05:02+00:00
27,OK,0,7,-,2026-05-11T01:04:55+00:00,2026-05-11T01:05:02+00:00
24,CRASH,137,15,exit_137,2026-05-11T01:04:47+00:00,2026-05-11T01:05:02+00:00
30,OK,0,7,-,2026-05-11T01:04:56+00:00,2026-05-11T01:05:03+00:00
31,OK,0,7,-,2026-05-11T01:04:58+00:00,2026-05-11T01:05:05+00:00
34,OK,0,7,-,2026-05-11T01:05:02+00:00,2026-05-11T01:05:09+00:00
35,OK,0,8,-,2026-05-11T01:05:03+00:00,2026-05-11T01:05:11+00:00
29,CRASH,137,15,exit_137,2026-05-11T01:04:56+00:00,2026-05-11T01:05:11+00:00
36,OK,0,7,-,2026-05-11T01:05:05+00:00,2026-05-11T01:05:12+00:00
32,CRASH,137,15,exit_137,2026-05-11T01:05:02+00:00,2026-05-11T01:05:17+00:00
33,CRASH,137,15,exit_137,2026-05-11T01:05:02+00:00,2026-05-11T01:05:17+00:00
39,OK,0,7,-,2026-05-11T01:05:11+00:00,2026-05-11T01:05:18+00:00
40,OK,0,7,-,2026-05-11T01:05:12+00:00,2026-05-11T01:05:19+00:00
37,CRASH,137,15,exit_137,2026-05-11T01:05:10+00:00,2026-05-11T01:05:25+00:00
38,CRASH,137,15,exit_137,2026-05-11T01:05:11+00:00,2026-05-11T01:05:26+00:00
