Tick: 52185000, Cache Block Addr: 93696, Byte Offset: 50, FaultType: bit_flip, Mask: 00000001
Tick: 52351000, Cache Block Addr: 97152, Byte Offset: 0, FaultType: bit_flip, Mask: 00010000
Tick: 52495000, Cache Block Addr: 68224, Byte Offset: 62, FaultType: bit_flip, Mask: 01000000
Tick: 52563000, Cache Block Addr: 73920, Byte Offset: 14, FaultType: bit_flip, Mask: 00001000
Tick: 52572000, Cache Block Addr: 90048, Byte Offset: 33, FaultType: bit_flip, Mask: 10000000
Tick: 52581000, Cache Block Addr: 92608, Byte Offset: 40, FaultType: bit_flip, Mask: 10000000
Tick: 52796000, Cache Block Addr: 80960, Byte Offset: 62, FaultType: bit_flip, Mask: 01000000
Tick: 52948000, Cache Block Addr: 86336, Byte Offset: 33, FaultType: bit_flip, Mask: 10000000
Tick: 52948000, Cache Block Addr: 85760, Byte Offset: 0, FaultType: bit_flip, Mask: 00000100
Tick: 53023000, Cache Block Addr: 96768, Byte Offset: 33, FaultType: bit_flip, Mask: 00010000
Tick: 53035000, Cache Block Addr: 80128, Byte Offset: 39, FaultType: bit_flip, Mask: 00010000
Tick: 53052000, Cache Block Addr: 82112, Byte Offset: 62, FaultType: bit_flip, Mask: 10000000
Tick: 53127000, Cache Block Addr: 77632, Byte Offset: 57, FaultType: bit_flip, Mask: 00000001
Tick: 53438000, Cache Block Addr: 88000, Byte Offset: 51, FaultType: bit_flip, Mask: 00100000
Tick: 53631000, Cache Block Addr: 100032, Byte Offset: 13, FaultType: bit_flip, Mask: 00100000
Tick: 53641000, Cache Block Addr: 76992, Byte Offset: 48, FaultType: bit_flip, Mask: 00000100
Tick: 53676000, Cache Block Addr: 75008, Byte Offset: 56, FaultType: bit_flip, Mask: 00001000
Tick: 53692000, Cache Block Addr: 73152, Byte Offset: 38, FaultType: bit_flip, Mask: 00000010
Tick: 53876000, Cache Block Addr: 93952, Byte Offset: 14, FaultType: bit_flip, Mask: 00000100
Tick: 53995000, Cache Block Addr: 71360, Byte Offset: 3, FaultType: bit_flip, Mask: 10000000
Tick: 54049000, Cache Block Addr: 102016, Byte Offset: 61, FaultType: bit_flip, Mask: 00100000
Tick: 54092000, Cache Block Addr: 92736, Byte Offset: 6, FaultType: bit_flip, Mask: 00100000
Tick: 54135000, Cache Block Addr: 76736, Byte Offset: 13, FaultType: bit_flip, Mask: 00000010
Tick: 54182000, Cache Block Addr: 100544, Byte Offset: 40, FaultType: bit_flip, Mask: 00001000
Tick: 54204000, Cache Block Addr: 96384, Byte Offset: 33, FaultType: bit_flip, Mask: 00000100
Tick: 54238000, Cache Block Addr: 93056, Byte Offset: 22, FaultType: bit_flip, Mask: 00000100
Tick: 54239000, Cache Block Addr: 101632, Byte Offset: 32, FaultType: bit_flip, Mask: 00000010
Tick: 54261000, Cache Block Addr: 102464, Byte Offset: 46, FaultType: bit_flip, Mask: 10000000
Tick: 54312000, Cache Block Addr: 98880, Byte Offset: 60, FaultType: bit_flip, Mask: 00000001
Tick: 54435000, Cache Block Addr: 80320, Byte Offset: 22, FaultType: bit_flip, Mask: 00100000
Tick: 54469000, Cache Block Addr: 95488, Byte Offset: 6, FaultType: bit_flip, Mask: 00000001
Tick: 54531000, Cache Block Addr: 75776, Byte Offset: 19, FaultType: bit_flip, Mask: 00100000
Tick: 54548000, Cache Block Addr: 78400, Byte Offset: 8, FaultType: bit_flip, Mask: 01000000
Tick: 55058000, Cache Block Addr: 92800, Byte Offset: 61, FaultType: bit_flip, Mask: 10000000
Tick: 55300000, Cache Block Addr: 84800, Byte Offset: 45, FaultType: bit_flip, Mask: 00000001
Tick: 55342000, Cache Block Addr: 74176, Byte Offset: 62, FaultType: bit_flip, Mask: 10000000
Tick: 55483000, Cache Block Addr: 81216, Byte Offset: 42, FaultType: bit_flip, Mask: 00000010
Tick: 55619000, Cache Block Addr: 85184, Byte Offset: 0, FaultType: bit_flip, Mask: 10000000
Tick: 55807000, Cache Block Addr: 87616, Byte Offset: 26, FaultType: bit_flip, Mask: 00000010
Tick: 55828000, Cache Block Addr: 75904, Byte Offset: 37, FaultType: bit_flip, Mask: 00100000
Tick: 55903000, Cache Block Addr: 88256, Byte Offset: 5, FaultType: bit_flip, Mask: 00010000
Tick: 55990000, Cache Block Addr: 78592, Byte Offset: 43, FaultType: bit_flip, Mask: 10000000
Tick: 55993000, Cache Block Addr: 79104, Byte Offset: 3, FaultType: bit_flip, Mask: 00000100
Tick: 56151000, Cache Block Addr: 74304, Byte Offset: 60, FaultType: bit_flip, Mask: 00100000
Tick: 56180000, Cache Block Addr: 72064, Byte Offset: 61, FaultType: bit_flip, Mask: 00010000
Tick: 56373000, Cache Block Addr: 73600, Byte Offset: 25, FaultType: bit_flip, Mask: 00010000
Tick: 56423000, Cache Block Addr: 86336, Byte Offset: 63, FaultType: bit_flip, Mask: 00001000
Tick: 56459000, Cache Block Addr: 98944, Byte Offset: 51, FaultType: bit_flip, Mask: 00010000
Tick: 56554000, Cache Block Addr: 96640, Byte Offset: 23, FaultType: bit_flip, Mask: 00100000
Tick: 56628000, Cache Block Addr: 101632, Byte Offset: 44, FaultType: bit_flip, Mask: 00010000
Tick: 56674000, Cache Block Addr: 97472, Byte Offset: 62, FaultType: bit_flip, Mask: 00000100
Tick: 56680000, Cache Block Addr: 96512, Byte Offset: 9, FaultType: bit_flip, Mask: 00010000
Tick: 56693000, Cache Block Addr: 90368, Byte Offset: 20, FaultType: bit_flip, Mask: 01000000
Tick: 56731000, Cache Block Addr: 87104, Byte Offset: 52, FaultType: bit_flip, Mask: 00010000
Tick: 56875000, Cache Block Addr: 95872, Byte Offset: 4, FaultType: bit_flip, Mask: 00000010
Tick: 57124000, Cache Block Addr: 86144, Byte Offset: 12, FaultType: bit_flip, Mask: 00000001
Tick: 57167000, Cache Block Addr: 75392, Byte Offset: 36, FaultType: bit_flip, Mask: 10000000
Tick: 57337000, Cache Block Addr: 79488, Byte Offset: 2, FaultType: bit_flip, Mask: 01000000
Tick: 57442000, Cache Block Addr: 92800, Byte Offset: 49, FaultType: bit_flip, Mask: 00000010
Tick: 57535000, Cache Block Addr: 93632, Byte Offset: 24, FaultType: bit_flip, Mask: 00000001
Tick: 57748000, Cache Block Addr: 81728, Byte Offset: 38, FaultType: bit_flip, Mask: 00000010
Tick: 57976000, Cache Block Addr: 74816, Byte Offset: 13, FaultType: bit_flip, Mask: 00000100
