Tick: 326455000, Cache Block Addr: 448896, Byte Offset: 15, FaultType: bit_flip, Mask: 00000001
Tick: 403431000, Cache Block Addr: 449024, Byte Offset: 25, FaultType: bit_flip, Mask: 00000010
Tick: 456934000, Cache Block Addr: 450496, Byte Offset: 6, FaultType: bit_flip, Mask: 10000000
Tick: 468006000, Cache Block Addr: 450688, Byte Offset: 21, FaultType: bit_flip, Mask: 00000010
Tick: 542588000, Cache Block Addr: 448704, Byte Offset: 41, FaultType: bit_flip, Mask: 01000000
Tick: 578678000, Cache Block Addr: 449216, Byte Offset: 12, FaultType: bit_flip, Mask: 00010000
Tick: 663332000, Cache Block Addr: 450048, Byte Offset: 22, FaultType: bit_flip, Mask: 00010000
Tick: 709188000, Cache Block Addr: 450368, Byte Offset: 48, FaultType: bit_flip, Mask: 01000000
Tick: 796086000, Cache Block Addr: 448704, Byte Offset: 49, FaultType: bit_flip, Mask: 00001000
Tick: 826085000, Cache Block Addr: 449344, Byte Offset: 22, FaultType: bit_flip, Mask: 10000000
Tick: 1248807000, Cache Block Addr: 449984, Byte Offset: 49, FaultType: bit_flip, Mask: 00100000
Tick: 1360632000, Cache Block Addr: 450560, Byte Offset: 2, FaultType: bit_flip, Mask: 00100000
Tick: 1517626000, Cache Block Addr: 449664, Byte Offset: 21, FaultType: bit_flip, Mask: 00001000
Tick: 1598952000, Cache Block Addr: 450176, Byte Offset: 26, FaultType: bit_flip, Mask: 00010000
Tick: 1790486000, Cache Block Addr: 449664, Byte Offset: 45, FaultType: bit_flip, Mask: 00100000
Tick: 1790928000, Cache Block Addr: 450112, Byte Offset: 6, FaultType: bit_flip, Mask: 00000010
Tick: 1886925000, Cache Block Addr: 450688, Byte Offset: 3, FaultType: bit_flip, Mask: 00000001
Tick: 2161887000, Cache Block Addr: 441792, Byte Offset: 15, FaultType: bit_flip, Mask: 00001000
