Tick: 65999000, Cache Block Addr: 479872, Byte Offset: 53, FaultType: bit_flip, Mask: 00001000
Tick: 82297000, Cache Block Addr: 462144, Byte Offset: 28, FaultType: bit_flip, Mask: 00010000
Tick: 90013000, Cache Block Addr: 452160, Byte Offset: 26, FaultType: bit_flip, Mask: 00100000
Tick: 106033000, Cache Block Addr: 468608, Byte Offset: 54, FaultType: bit_flip, Mask: 00010000
Tick: 108875000, Cache Block Addr: 495040, Byte Offset: 36, FaultType: bit_flip, Mask: 00100000
Tick: 137456000, Cache Block Addr: 492160, Byte Offset: 51, FaultType: bit_flip, Mask: 00010000
Tick: 139415000, Cache Block Addr: 493568, Byte Offset: 55, FaultType: bit_flip, Mask: 01000000
Tick: 145376000, Cache Block Addr: 476160, Byte Offset: 29, FaultType: bit_flip, Mask: 00010000
Tick: 162886000, Cache Block Addr: 508736, Byte Offset: 25, FaultType: bit_flip, Mask: 10000000
Tick: 187145000, Cache Block Addr: 510464, Byte Offset: 4, FaultType: bit_flip, Mask: 00000100
Tick: 202095000, Cache Block Addr: 513856, Byte Offset: 42, FaultType: bit_flip, Mask: 00000001
Tick: 205553000, Cache Block Addr: 502208, Byte Offset: 4, FaultType: bit_flip, Mask: 00001000
Tick: 211516000, Cache Block Addr: 523648, Byte Offset: 60, FaultType: bit_flip, Mask: 10000000
Tick: 232605000, Cache Block Addr: 514688, Byte Offset: 28, FaultType: bit_flip, Mask: 00001000
Tick: 252122000, Cache Block Addr: 530112, Byte Offset: 46, FaultType: bit_flip, Mask: 00000001
Tick: 259922000, Cache Block Addr: 475904, Byte Offset: 49, FaultType: bit_flip, Mask: 00100000
Tick: 262475000, Cache Block Addr: 493184, Byte Offset: 29, FaultType: bit_flip, Mask: 00000100
Tick: 265859000, Cache Block Addr: 471296, Byte Offset: 10, FaultType: bit_flip, Mask: 01000000
Tick: 265972000, Cache Block Addr: 474560, Byte Offset: 1, FaultType: bit_flip, Mask: 00010000
Tick: 288810000, Cache Block Addr: 513856, Byte Offset: 33, FaultType: bit_flip, Mask: 10000000
Tick: 305414000, Cache Block Addr: 521664, Byte Offset: 37, FaultType: bit_flip, Mask: 00000010
Tick: 309156000, Cache Block Addr: 514432, Byte Offset: 46, FaultType: bit_flip, Mask: 00000001
Tick: 322861000, Cache Block Addr: 477120, Byte Offset: 0, FaultType: bit_flip, Mask: 00010000
Tick: 330756000, Cache Block Addr: 478912, Byte Offset: 60, FaultType: bit_flip, Mask: 00000010
Tick: 332157000, Cache Block Addr: 471872, Byte Offset: 63, FaultType: bit_flip, Mask: 10000000
Tick: 351948000, Cache Block Addr: 476608, Byte Offset: 27, FaultType: bit_flip, Mask: 10000000
Tick: 352553000, Cache Block Addr: 499136, Byte Offset: 42, FaultType: bit_flip, Mask: 00001000
Tick: 360308000, Cache Block Addr: 509696, Byte Offset: 50, FaultType: bit_flip, Mask: 00000010
Tick: 373013000, Cache Block Addr: 493504, Byte Offset: 35, FaultType: bit_flip, Mask: 00010000
Tick: 381007000, Cache Block Addr: 516864, Byte Offset: 17, FaultType: bit_flip, Mask: 00000010
Tick: 387006000, Cache Block Addr: 513024, Byte Offset: 60, FaultType: bit_flip, Mask: 00000010
Tick: 398477000, Cache Block Addr: 523584, Byte Offset: 5, FaultType: bit_flip, Mask: 10000000
Tick: 404852000, Cache Block Addr: 471360, Byte Offset: 41, FaultType: bit_flip, Mask: 00100000
Tick: 405774000, Cache Block Addr: 521728, Byte Offset: 15, FaultType: bit_flip, Mask: 00000100
Tick: 418002000, Cache Block Addr: 490112, Byte Offset: 48, FaultType: bit_flip, Mask: 10000000
Tick: 430643000, Cache Block Addr: 478016, Byte Offset: 41, FaultType: bit_flip, Mask: 00000010
Tick: 433019000, Cache Block Addr: 483328, Byte Offset: 6, FaultType: bit_flip, Mask: 00000010
Tick: 434432000, Cache Block Addr: 494912, Byte Offset: 15, FaultType: bit_flip, Mask: 00000010
Tick: 439757000, Cache Block Addr: 506944, Byte Offset: 9, FaultType: bit_flip, Mask: 00100000
Tick: 459294000, Cache Block Addr: 512576, Byte Offset: 21, FaultType: bit_flip, Mask: 00100000
Tick: 471386000, Cache Block Addr: 477632, Byte Offset: 31, FaultType: bit_flip, Mask: 00010000
Tick: 472276000, Cache Block Addr: 530432, Byte Offset: 36, FaultType: bit_flip, Mask: 00000010
Tick: 486019000, Cache Block Addr: 482368, Byte Offset: 46, FaultType: bit_flip, Mask: 00000010
Tick: 495215000, Cache Block Addr: 470976, Byte Offset: 50, FaultType: bit_flip, Mask: 00001000
Tick: 502321000, Cache Block Addr: 477824, Byte Offset: 44, FaultType: bit_flip, Mask: 00000100
Tick: 502701000, Cache Block Addr: 500544, Byte Offset: 35, FaultType: bit_flip, Mask: 00001000
Tick: 520818000, Cache Block Addr: 521024, Byte Offset: 62, FaultType: bit_flip, Mask: 00000100
Tick: 528890000, Cache Block Addr: 526528, Byte Offset: 29, FaultType: bit_flip, Mask: 00100000
Tick: 544138000, Cache Block Addr: 457984, Byte Offset: 2, FaultType: bit_flip, Mask: 00100000
Tick: 573497000, Cache Block Addr: 483776, Byte Offset: 33, FaultType: bit_flip, Mask: 00001000
Tick: 596750000, Cache Block Addr: 513216, Byte Offset: 58, FaultType: bit_flip, Mask: 00001000
Tick: 604249000, Cache Block Addr: 515712, Byte Offset: 52, FaultType: bit_flip, Mask: 00000001
Tick: 622080000, Cache Block Addr: 511872, Byte Offset: 56, FaultType: bit_flip, Mask: 00000001
Tick: 622106000, Cache Block Addr: 516096, Byte Offset: 55, FaultType: bit_flip, Mask: 10000000
Tick: 633085000, Cache Block Addr: 524352, Byte Offset: 19, FaultType: bit_flip, Mask: 00000100
Tick: 643964000, Cache Block Addr: 472128, Byte Offset: 34, FaultType: bit_flip, Mask: 01000000
Tick: 646003000, Cache Block Addr: 484224, Byte Offset: 14, FaultType: bit_flip, Mask: 00010000
Tick: 655680000, Cache Block Addr: 477504, Byte Offset: 27, FaultType: bit_flip, Mask: 00010000
Tick: 656386000, Cache Block Addr: 504896, Byte Offset: 36, FaultType: bit_flip, Mask: 00010000
Tick: 658117000, Cache Block Addr: 483584, Byte Offset: 9, FaultType: bit_flip, Mask: 00000010
Tick: 665527000, Cache Block Addr: 503552, Byte Offset: 25, FaultType: bit_flip, Mask: 00001000
Tick: 695783000, Cache Block Addr: 527808, Byte Offset: 47, FaultType: bit_flip, Mask: 00000010
Tick: 717254000, Cache Block Addr: 489920, Byte Offset: 53, FaultType: bit_flip, Mask: 10000000
Tick: 719908000, Cache Block Addr: 480192, Byte Offset: 38, FaultType: bit_flip, Mask: 00001000
Tick: 733658000, Cache Block Addr: 482048, Byte Offset: 30, FaultType: bit_flip, Mask: 00000100
Tick: 735166000, Cache Block Addr: 477184, Byte Offset: 61, FaultType: bit_flip, Mask: 00100000
Tick: 746492000, Cache Block Addr: 506816, Byte Offset: 11, FaultType: bit_flip, Mask: 00001000
Tick: 753715000, Cache Block Addr: 512128, Byte Offset: 28, FaultType: bit_flip, Mask: 00001000
Tick: 797369000, Cache Block Addr: 481408, Byte Offset: 49, FaultType: bit_flip, Mask: 00000001
Tick: 804539000, Cache Block Addr: 471488, Byte Offset: 57, FaultType: bit_flip, Mask: 00001000
Tick: 809585000, Cache Block Addr: 477696, Byte Offset: 21, FaultType: bit_flip, Mask: 00001000
Tick: 815477000, Cache Block Addr: 494336, Byte Offset: 36, FaultType: bit_flip, Mask: 00001000
Tick: 836060000, Cache Block Addr: 509824, Byte Offset: 2, FaultType: bit_flip, Mask: 00001000
Tick: 837620000, Cache Block Addr: 502976, Byte Offset: 39, FaultType: bit_flip, Mask: 01000000
Tick: 838993000, Cache Block Addr: 513792, Byte Offset: 0, FaultType: bit_flip, Mask: 00001000
Tick: 839654000, Cache Block Addr: 521088, Byte Offset: 57, FaultType: bit_flip, Mask: 00000001
Tick: 842257000, Cache Block Addr: 519168, Byte Offset: 25, FaultType: bit_flip, Mask: 00000001
Tick: 846117000, Cache Block Addr: 507328, Byte Offset: 11, FaultType: bit_flip, Mask: 00000100
Tick: 852207000, Cache Block Addr: 531904, Byte Offset: 51, FaultType: bit_flip, Mask: 10000000
Tick: 857921000, Cache Block Addr: 519296, Byte Offset: 2, FaultType: bit_flip, Mask: 00100000
Tick: 858019000, Cache Block Addr: 522368, Byte Offset: 21, FaultType: bit_flip, Mask: 00000010
Tick: 866015000, Cache Block Addr: 523008, Byte Offset: 53, FaultType: bit_flip, Mask: 00001000
Tick: 868073000, Cache Block Addr: 527360, Byte Offset: 33, FaultType: bit_flip, Mask: 00100000
Tick: 875753000, Cache Block Addr: 532160, Byte Offset: 1, FaultType: bit_flip, Mask: 00000100
Tick: 876473000, Cache Block Addr: 530304, Byte Offset: 51, FaultType: bit_flip, Mask: 00000001
Tick: 898481000, Cache Block Addr: 491520, Byte Offset: 30, FaultType: bit_flip, Mask: 00000100
Tick: 914782000, Cache Block Addr: 508224, Byte Offset: 38, FaultType: bit_flip, Mask: 00100000
Tick: 920765000, Cache Block Addr: 505024, Byte Offset: 8, FaultType: bit_flip, Mask: 00100000
Tick: 944400000, Cache Block Addr: 524736, Byte Offset: 53, FaultType: bit_flip, Mask: 00000001
Tick: 945478000, Cache Block Addr: 473536, Byte Offset: 42, FaultType: bit_flip, Mask: 01000000
Tick: 965296000, Cache Block Addr: 501440, Byte Offset: 63, FaultType: bit_flip, Mask: 00001000
Tick: 965670000, Cache Block Addr: 479872, Byte Offset: 21, FaultType: bit_flip, Mask: 00010000
Tick: 969017000, Cache Block Addr: 485504, Byte Offset: 61, FaultType: bit_flip, Mask: 00001000
Tick: 974621000, Cache Block Addr: 497984, Byte Offset: 14, FaultType: bit_flip, Mask: 00000010
Tick: 1005658000, Cache Block Addr: 518976, Byte Offset: 22, FaultType: bit_flip, Mask: 00000001
Tick: 1007078000, Cache Block Addr: 528832, Byte Offset: 46, FaultType: bit_flip, Mask: 10000000
Tick: 1015541000, Cache Block Addr: 474944, Byte Offset: 51, FaultType: bit_flip, Mask: 00100000
Tick: 1042993000, Cache Block Addr: 491456, Byte Offset: 12, FaultType: bit_flip, Mask: 00000001
Tick: 1065492000, Cache Block Addr: 502976, Byte Offset: 16, FaultType: bit_flip, Mask: 00010000
Tick: 1069622000, Cache Block Addr: 523840, Byte Offset: 22, FaultType: bit_flip, Mask: 00010000
Tick: 1074302000, Cache Block Addr: 513728, Byte Offset: 24, FaultType: bit_flip, Mask: 00010000
Tick: 1078029000, Cache Block Addr: 517056, Byte Offset: 14, FaultType: bit_flip, Mask: 00000001
Tick: 1105326000, Cache Block Addr: 491456, Byte Offset: 33, FaultType: bit_flip, Mask: 10000000
Tick: 1110083000, Cache Block Addr: 469568, Byte Offset: 38, FaultType: bit_flip, Mask: 00010000
Tick: 1123748000, Cache Block Addr: 497408, Byte Offset: 22, FaultType: bit_flip, Mask: 00001000
Tick: 1125290000, Cache Block Addr: 497088, Byte Offset: 61, FaultType: bit_flip, Mask: 00000001
Tick: 1128312000, Cache Block Addr: 486592, Byte Offset: 44, FaultType: bit_flip, Mask: 00010000
Tick: 1142213000, Cache Block Addr: 509888, Byte Offset: 40, FaultType: bit_flip, Mask: 10000000
Tick: 1143561000, Cache Block Addr: 506176, Byte Offset: 8, FaultType: bit_flip, Mask: 01000000
Tick: 1147628000, Cache Block Addr: 498240, Byte Offset: 49, FaultType: bit_flip, Mask: 00000100
Tick: 1151098000, Cache Block Addr: 532416, Byte Offset: 36, FaultType: bit_flip, Mask: 00000100
Tick: 1155670000, Cache Block Addr: 468352, Byte Offset: 21, FaultType: bit_flip, Mask: 00001000
Tick: 1163389000, Cache Block Addr: 515392, Byte Offset: 59, FaultType: bit_flip, Mask: 00000100
Tick: 1168055000, Cache Block Addr: 470976, Byte Offset: 23, FaultType: bit_flip, Mask: 00000010
Tick: 1180565000, Cache Block Addr: 468288, Byte Offset: 24, FaultType: bit_flip, Mask: 00100000
Tick: 1185400000, Cache Block Addr: 477824, Byte Offset: 29, FaultType: bit_flip, Mask: 00000001
Tick: 1189764000, Cache Block Addr: 487936, Byte Offset: 38, FaultType: bit_flip, Mask: 00010000
Tick: 1201877000, Cache Block Addr: 479296, Byte Offset: 31, FaultType: bit_flip, Mask: 00000010
Tick: 1208069000, Cache Block Addr: 487744, Byte Offset: 52, FaultType: bit_flip, Mask: 00010000
Tick: 1208134000, Cache Block Addr: 494208, Byte Offset: 39, FaultType: bit_flip, Mask: 00100000
Tick: 1227551000, Cache Block Addr: 524032, Byte Offset: 8, FaultType: bit_flip, Mask: 01000000
Tick: 1232724000, Cache Block Addr: 506368, Byte Offset: 43, FaultType: bit_flip, Mask: 00000010
Tick: 1239212000, Cache Block Addr: 469888, Byte Offset: 8, FaultType: bit_flip, Mask: 00000010
Tick: 1252479000, Cache Block Addr: 485568, Byte Offset: 25, FaultType: bit_flip, Mask: 00010000
Tick: 1256136000, Cache Block Addr: 527872, Byte Offset: 24, FaultType: bit_flip, Mask: 00000001
Tick: 1269287000, Cache Block Addr: 479488, Byte Offset: 8, FaultType: bit_flip, Mask: 00100000
Tick: 1275413000, Cache Block Addr: 502976, Byte Offset: 56, FaultType: bit_flip, Mask: 00000010
Tick: 1277647000, Cache Block Addr: 502144, Byte Offset: 27, FaultType: bit_flip, Mask: 00000010
Tick: 1278133000, Cache Block Addr: 491072, Byte Offset: 50, FaultType: bit_flip, Mask: 00000010
Tick: 1285934000, Cache Block Addr: 487296, Byte Offset: 7, FaultType: bit_flip, Mask: 00000010
Tick: 1304146000, Cache Block Addr: 522112, Byte Offset: 18, FaultType: bit_flip, Mask: 00010000
Tick: 1319594000, Cache Block Addr: 520448, Byte Offset: 33, FaultType: bit_flip, Mask: 00010000
Tick: 1322067000, Cache Block Addr: 516032, Byte Offset: 60, FaultType: bit_flip, Mask: 00010000
Tick: 1322129000, Cache Block Addr: 467008, Byte Offset: 16, FaultType: bit_flip, Mask: 00000010
Tick: 1327678000, Cache Block Addr: 483712, Byte Offset: 22, FaultType: bit_flip, Mask: 00000010
