Tick: 52195000, Cache Block Addr: 470528, Byte Offset: 58, FaultType: bit_flip, Mask: 00100000
Tick: 73540000, Cache Block Addr: 416832, Byte Offset: 52, FaultType: bit_flip, Mask: 00010000
Tick: 98674000, Cache Block Addr: 477888, Byte Offset: 59, FaultType: bit_flip, Mask: 00001000
Tick: 100717000, Cache Block Addr: 488320, Byte Offset: 58, FaultType: bit_flip, Mask: 00000010
Tick: 103061000, Cache Block Addr: 493312, Byte Offset: 25, FaultType: bit_flip, Mask: 00000010
Tick: 107848000, Cache Block Addr: 128, Byte Offset: 18, FaultType: bit_flip, Mask: 00001000
Tick: 110087000, Cache Block Addr: 488512, Byte Offset: 39, FaultType: bit_flip, Mask: 00000100
Tick: 113712000, Cache Block Addr: 477632, Byte Offset: 46, FaultType: bit_flip, Mask: 00100000
Tick: 116957000, Cache Block Addr: 469056, Byte Offset: 21, FaultType: bit_flip, Mask: 10000000
Tick: 119225000, Cache Block Addr: 475520, Byte Offset: 60, FaultType: bit_flip, Mask: 00010000
Tick: 137957000, Cache Block Addr: 499776, Byte Offset: 22, FaultType: bit_flip, Mask: 00010000
Tick: 148871000, Cache Block Addr: 491264, Byte Offset: 13, FaultType: bit_flip, Mask: 00000100
Tick: 154684000, Cache Block Addr: 415360, Byte Offset: 10, FaultType: bit_flip, Mask: 00000010
Tick: 176584000, Cache Block Addr: 512896, Byte Offset: 50, FaultType: bit_flip, Mask: 00000100
Tick: 195757000, Cache Block Addr: 493440, Byte Offset: 4, FaultType: bit_flip, Mask: 00100000
Tick: 198004000, Cache Block Addr: 501824, Byte Offset: 46, FaultType: bit_flip, Mask: 00010000
Tick: 210488000, Cache Block Addr: 508416, Byte Offset: 5, FaultType: bit_flip, Mask: 00000001
Tick: 216414000, Cache Block Addr: 502592, Byte Offset: 11, FaultType: bit_flip, Mask: 10000000
Tick: 224176000, Cache Block Addr: 457920, Byte Offset: 37, FaultType: bit_flip, Mask: 00000010
