run,status,exit_code,wall_seconds,fail_reason,start_iso,end_iso
1,CRASH,137,15,exit_137,2026-05-11T01:00:35+00:00,2026-05-11T01:00:50+00:00
2,CRASH,137,15,exit_137,2026-05-11T01:00:35+00:00,2026-05-11T01:00:50+00:00
3,CRASH,137,15,exit_137,2026-05-11T01:00:36+00:00,2026-05-11T01:00:51+00:00
4,CRASH,137,15,exit_137,2026-05-11T01:00:40+00:00,2026-05-11T01:00:55+00:00
5,CRASH,137,15,exit_137,2026-05-11T01:00:43+00:00,2026-05-11T01:00:58+00:00
6,CRASH,137,15,exit_137,2026-05-11T01:00:45+00:00,2026-05-11T01:01:00+00:00
7,CRASH,137,15,exit_137,2026-05-11T01:00:50+00:00,2026-05-11T01:01:05+00:00
8,CRASH,137,15,exit_137,2026-05-11T01:00:50+00:00,2026-05-11T01:01:05+00:00
9,CRASH,137,15,exit_137,2026-05-11T01:00:51+00:00,2026-05-11T01:01:06+00:00
10,CRASH,137,15,exit_137,2026-05-11T01:00:55+00:00,2026-05-11T01:01:10+00:00
11,CRASH,137,15,exit_137,2026-05-11T01:00:58+00:00,2026-05-11T01:01:13+00:00
12,CRASH,137,15,exit_137,2026-05-11T01:01:00+00:00,2026-05-11T01:01:15+00:00
13,CRASH,137,15,exit_137,2026-05-11T01:01:05+00:00,2026-05-11T01:01:20+00:00
14,CRASH,137,15,exit_137,2026-05-11T01:01:05+00:00,2026-05-11T01:01:20+00:00
15,CRASH,137,15,exit_137,2026-05-11T01:01:06+00:00,2026-05-11T01:01:21+00:00
16,CRASH,137,15,exit_137,2026-05-11T01:01:10+00:00,2026-05-11T01:01:25+00:00
17,CRASH,137,15,exit_137,2026-05-11T01:01:13+00:00,2026-05-11T01:01:28+00:00
18,CRASH,137,15,exit_137,2026-05-11T01:01:15+00:00,2026-05-11T01:01:30+00:00
24,CRASH,0,3,unrecoverable_dirty,2026-05-11T01:01:30+00:00,2026-05-11T01:01:33+00:00
19,CRASH,137,15,exit_137,2026-05-11T01:01:20+00:00,2026-05-11T01:01:35+00:00
20,CRASH,137,15,exit_137,2026-05-11T01:01:20+00:00,2026-05-11T01:01:35+00:00
21,CRASH,137,15,exit_137,2026-05-11T01:01:21+00:00,2026-05-11T01:01:36+00:00
22,CRASH,137,15,exit_137,2026-05-11T01:01:25+00:00,2026-05-11T01:01:40+00:00
23,CRASH,137,15,exit_137,2026-05-11T01:01:28+00:00,2026-05-11T01:01:43+00:00
25,CRASH,137,15,exit_137,2026-05-11T01:01:33+00:00,2026-05-11T01:01:48+00:00
26,CRASH,137,15,exit_137,2026-05-11T01:01:35+00:00,2026-05-11T01:01:50+00:00
27,CRASH,137,15,exit_137,2026-05-11T01:01:35+00:00,2026-05-11T01:01:50+00:00
28,CRASH,137,15,exit_137,2026-05-11T01:01:36+00:00,2026-05-11T01:01:51+00:00
29,CRASH,137,15,exit_137,2026-05-11T01:01:40+00:00,2026-05-11T01:01:55+00:00
30,CRASH,137,15,exit_137,2026-05-11T01:01:43+00:00,2026-05-11T01:01:58+00:00
36,OK,0,4,-,2026-05-11T01:01:58+00:00,2026-05-11T01:02:02+00:00
31,CRASH,137,15,exit_137,2026-05-11T01:01:48+00:00,2026-05-11T01:02:03+00:00
32,CRASH,137,15,exit_137,2026-05-11T01:01:50+00:00,2026-05-11T01:02:05+00:00
33,CRASH,137,15,exit_137,2026-05-11T01:01:50+00:00,2026-05-11T01:02:05+00:00
34,CRASH,137,15,exit_137,2026-05-11T01:01:51+00:00,2026-05-11T01:02:06+00:00
35,CRASH,137,15,exit_137,2026-05-11T01:01:55+00:00,2026-05-11T01:02:10+00:00
37,CRASH,137,15,exit_137,2026-05-11T01:02:02+00:00,2026-05-11T01:02:17+00:00
38,CRASH,137,15,exit_137,2026-05-11T01:02:03+00:00,2026-05-11T01:02:18+00:00
39,CRASH,137,15,exit_137,2026-05-11T01:02:05+00:00,2026-05-11T01:02:20+00:00
40,CRASH,137,15,exit_137,2026-05-11T01:02:05+00:00,2026-05-11T01:02:20+00:00
