Tick: 66065000, Cache Block Addr: 479168, Byte Offset: 18, FaultType: bit_flip, Mask: 00000100
Tick: 66497000, Cache Block Addr: 481664, Byte Offset: 15, FaultType: bit_flip, Mask: 00000100
Tick: 77824000, Cache Block Addr: 476288, Byte Offset: 19, FaultType: bit_flip, Mask: 00000001
Tick: 88358000, Cache Block Addr: 483520, Byte Offset: 29, FaultType: bit_flip, Mask: 01000000
Tick: 89594000, Cache Block Addr: 459904, Byte Offset: 36, FaultType: bit_flip, Mask: 01000000
Tick: 101550000, Cache Block Addr: 474176, Byte Offset: 13, FaultType: bit_flip, Mask: 00100000
Tick: 113663000, Cache Block Addr: 494464, Byte Offset: 1, FaultType: bit_flip, Mask: 00000010
Tick: 114317000, Cache Block Addr: 471616, Byte Offset: 48, FaultType: bit_flip, Mask: 00000001
Tick: 127667000, Cache Block Addr: 479296, Byte Offset: 5, FaultType: bit_flip, Mask: 00100000
Tick: 132141000, Cache Block Addr: 472512, Byte Offset: 30, FaultType: bit_flip, Mask: 10000000
Tick: 146341000, Cache Block Addr: 488256, Byte Offset: 9, FaultType: bit_flip, Mask: 00001000
Tick: 160949000, Cache Block Addr: 481856, Byte Offset: 5, FaultType: bit_flip, Mask: 00000010
Tick: 176353000, Cache Block Addr: 517120, Byte Offset: 52, FaultType: bit_flip, Mask: 00000001
Tick: 178747000, Cache Block Addr: 497984, Byte Offset: 12, FaultType: bit_flip, Mask: 00010000
Tick: 179673000, Cache Block Addr: 515584, Byte Offset: 25, FaultType: bit_flip, Mask: 01000000
Tick: 209624000, Cache Block Addr: 527424, Byte Offset: 30, FaultType: bit_flip, Mask: 00000001
Tick: 237422000, Cache Block Addr: 467776, Byte Offset: 47, FaultType: bit_flip, Mask: 00000100
Tick: 247333000, Cache Block Addr: 520128, Byte Offset: 60, FaultType: bit_flip, Mask: 00000001
Tick: 247353000, Cache Block Addr: 521920, Byte Offset: 11, FaultType: bit_flip, Mask: 00100000
Tick: 289392000, Cache Block Addr: 500992, Byte Offset: 37, FaultType: bit_flip, Mask: 00010000
Tick: 290474000, Cache Block Addr: 520576, Byte Offset: 22, FaultType: bit_flip, Mask: 00000100
Tick: 312081000, Cache Block Addr: 473216, Byte Offset: 57, FaultType: bit_flip, Mask: 01000000
Tick: 320274000, Cache Block Addr: 475456, Byte Offset: 26, FaultType: bit_flip, Mask: 00000010
Tick: 339720000, Cache Block Addr: 479040, Byte Offset: 19, FaultType: bit_flip, Mask: 00000010
Tick: 355383000, Cache Block Addr: 503936, Byte Offset: 22, FaultType: bit_flip, Mask: 00000100
Tick: 374473000, Cache Block Addr: 514368, Byte Offset: 11, FaultType: bit_flip, Mask: 01000000
Tick: 390323000, Cache Block Addr: 473344, Byte Offset: 47, FaultType: bit_flip, Mask: 00100000
Tick: 399969000, Cache Block Addr: 477248, Byte Offset: 24, FaultType: bit_flip, Mask: 00000010
Tick: 411879000, Cache Block Addr: 530816, Byte Offset: 46, FaultType: bit_flip, Mask: 00010000
Tick: 433601000, Cache Block Addr: 503104, Byte Offset: 53, FaultType: bit_flip, Mask: 00000100
Tick: 437246000, Cache Block Addr: 497920, Byte Offset: 10, FaultType: bit_flip, Mask: 10000000
Tick: 438696000, Cache Block Addr: 503616, Byte Offset: 0, FaultType: bit_flip, Mask: 00000001
Tick: 452174000, Cache Block Addr: 507456, Byte Offset: 17, FaultType: bit_flip, Mask: 00000001
Tick: 454208000, Cache Block Addr: 520704, Byte Offset: 11, FaultType: bit_flip, Mask: 00100000
Tick: 458627000, Cache Block Addr: 518528, Byte Offset: 27, FaultType: bit_flip, Mask: 10000000
Tick: 475699000, Cache Block Addr: 516352, Byte Offset: 3, FaultType: bit_flip, Mask: 00000100
Tick: 484484000, Cache Block Addr: 531008, Byte Offset: 26, FaultType: bit_flip, Mask: 10000000
Tick: 487539000, Cache Block Addr: 490176, Byte Offset: 57, FaultType: bit_flip, Mask: 10000000
Tick: 505962000, Cache Block Addr: 500864, Byte Offset: 14, FaultType: bit_flip, Mask: 00000010
Tick: 511554000, Cache Block Addr: 504000, Byte Offset: 7, FaultType: bit_flip, Mask: 00010000
