Tick: 52297000, Cache Block Addr: 70784, Byte Offset: 42, FaultType: bit_flip, Mask: 00100000
Tick: 67541000, Cache Block Addr: 83584, Byte Offset: 47, FaultType: bit_flip, Mask: 00010000
Tick: 118597000, Cache Block Addr: 64768, Byte Offset: 54, FaultType: bit_flip, Mask: 00010000
Tick: 130575000, Cache Block Addr: 87424, Byte Offset: 24, FaultType: bit_flip, Mask: 00000100
Tick: 150038000, Cache Block Addr: 123712, Byte Offset: 10, FaultType: bit_flip, Mask: 01000000
Tick: 183007000, Cache Block Addr: 61952, Byte Offset: 32, FaultType: bit_flip, Mask: 01000000
Tick: 185010000, Cache Block Addr: 87872, Byte Offset: 60, FaultType: bit_flip, Mask: 10000000
Tick: 212891000, Cache Block Addr: 124864, Byte Offset: 23, FaultType: bit_flip, Mask: 00010000
Tick: 230563000, Cache Block Addr: 74944, Byte Offset: 45, FaultType: bit_flip, Mask: 00000010
Tick: 233741000, Cache Block Addr: 74624, Byte Offset: 24, FaultType: bit_flip, Mask: 10000000
Tick: 238555000, Cache Block Addr: 122432, Byte Offset: 57, FaultType: bit_flip, Mask: 00000100
Tick: 243853000, Cache Block Addr: 76608, Byte Offset: 57, FaultType: bit_flip, Mask: 00010000
Tick: 246399000, Cache Block Addr: 84736, Byte Offset: 54, FaultType: bit_flip, Mask: 10000000
Tick: 247755000, Cache Block Addr: 68864, Byte Offset: 24, FaultType: bit_flip, Mask: 00000100
Tick: 272067000, Cache Block Addr: 94784, Byte Offset: 32, FaultType: bit_flip, Mask: 00000100
Tick: 280005000, Cache Block Addr: 104128, Byte Offset: 21, FaultType: bit_flip, Mask: 00010000
Tick: 280854000, Cache Block Addr: 126528, Byte Offset: 49, FaultType: bit_flip, Mask: 01000000
Tick: 297296000, Cache Block Addr: 79808, Byte Offset: 9, FaultType: bit_flip, Mask: 00000001
Tick: 338280000, Cache Block Addr: 92224, Byte Offset: 49, FaultType: bit_flip, Mask: 10000000
Tick: 343394000, Cache Block Addr: 114432, Byte Offset: 47, FaultType: bit_flip, Mask: 00001000
Tick: 346532000, Cache Block Addr: 117440, Byte Offset: 16, FaultType: bit_flip, Mask: 00010000
