Tick: 52082000, Cache Block Addr: 91072, Byte Offset: 4, FaultType: bit_flip, Mask: 00001000
Tick: 52083000, Cache Block Addr: 87360, Byte Offset: 7, FaultType: bit_flip, Mask: 00001000
Tick: 52094000, Cache Block Addr: 83904, Byte Offset: 45, FaultType: bit_flip, Mask: 00001000
Tick: 52117000, Cache Block Addr: 99456, Byte Offset: 63, FaultType: bit_flip, Mask: 00100000
Tick: 52122000, Cache Block Addr: 78720, Byte Offset: 40, FaultType: bit_flip, Mask: 00001000
Tick: 52149000, Cache Block Addr: 96576, Byte Offset: 61, FaultType: bit_flip, Mask: 01000000
Tick: 52168000, Cache Block Addr: 85888, Byte Offset: 28, FaultType: bit_flip, Mask: 01000000
Tick: 52181000, Cache Block Addr: 75200, Byte Offset: 41, FaultType: bit_flip, Mask: 00000010
Tick: 52207000, Cache Block Addr: 86336, Byte Offset: 42, FaultType: bit_flip, Mask: 00001000
Tick: 52215000, Cache Block Addr: 85696, Byte Offset: 53, FaultType: bit_flip, Mask: 00000010
Tick: 52227000, Cache Block Addr: 75328, Byte Offset: 4, FaultType: bit_flip, Mask: 00001000
Tick: 52229000, Cache Block Addr: 86080, Byte Offset: 20, FaultType: bit_flip, Mask: 00000001
Tick: 52233000, Cache Block Addr: 99072, Byte Offset: 41, FaultType: bit_flip, Mask: 00010000
Tick: 52245000, Cache Block Addr: 74560, Byte Offset: 51, FaultType: bit_flip, Mask: 00100000
Tick: 52251000, Cache Block Addr: 97664, Byte Offset: 17, FaultType: bit_flip, Mask: 01000000
Tick: 52253000, Cache Block Addr: 97216, Byte Offset: 36, FaultType: bit_flip, Mask: 00010000
Tick: 52265000, Cache Block Addr: 91520, Byte Offset: 23, FaultType: bit_flip, Mask: 00000100
Tick: 52267000, Cache Block Addr: 72576, Byte Offset: 62, FaultType: bit_flip, Mask: 00000100
Tick: 52294000, Cache Block Addr: 74560, Byte Offset: 52, FaultType: bit_flip, Mask: 10000000
Tick: 52295000, Cache Block Addr: 93568, Byte Offset: 30, FaultType: bit_flip, Mask: 00001000
Tick: 52310000, Cache Block Addr: 83520, Byte Offset: 44, FaultType: bit_flip, Mask: 00100000
Tick: 52314000, Cache Block Addr: 90112, Byte Offset: 36, FaultType: bit_flip, Mask: 00000010
Tick: 52329000, Cache Block Addr: 96704, Byte Offset: 13, FaultType: bit_flip, Mask: 00000001
Tick: 52381000, Cache Block Addr: 72192, Byte Offset: 26, FaultType: bit_flip, Mask: 00000001
Tick: 52382000, Cache Block Addr: 69952, Byte Offset: 18, FaultType: bit_flip, Mask: 10000000
Tick: 52401000, Cache Block Addr: 93888, Byte Offset: 38, FaultType: bit_flip, Mask: 00000010
Tick: 52418000, Cache Block Addr: 90496, Byte Offset: 53, FaultType: bit_flip, Mask: 00000001
Tick: 52421000, Cache Block Addr: 93248, Byte Offset: 54, FaultType: bit_flip, Mask: 00001000
Tick: 52429000, Cache Block Addr: 73088, Byte Offset: 42, FaultType: bit_flip, Mask: 00010000
Tick: 52437000, Cache Block Addr: 77184, Byte Offset: 51, FaultType: bit_flip, Mask: 00000010
Tick: 52441000, Cache Block Addr: 87680, Byte Offset: 56, FaultType: bit_flip, Mask: 00001000
Tick: 52461000, Cache Block Addr: 79552, Byte Offset: 40, FaultType: bit_flip, Mask: 00000010
Tick: 52475000, Cache Block Addr: 82944, Byte Offset: 32, FaultType: bit_flip, Mask: 00000100
Tick: 52479000, Cache Block Addr: 85760, Byte Offset: 56, FaultType: bit_flip, Mask: 00010000
Tick: 52485000, Cache Block Addr: 86336, Byte Offset: 30, FaultType: bit_flip, Mask: 10000000
Tick: 52496000, Cache Block Addr: 82368, Byte Offset: 19, FaultType: bit_flip, Mask: 00000001
Tick: 52499000, Cache Block Addr: 98368, Byte Offset: 20, FaultType: bit_flip, Mask: 00001000
Tick: 52500000, Cache Block Addr: 95104, Byte Offset: 19, FaultType: bit_flip, Mask: 00000001
Tick: 52503000, Cache Block Addr: 88192, Byte Offset: 35, FaultType: bit_flip, Mask: 00000001
Tick: 52519000, Cache Block Addr: 80512, Byte Offset: 62, FaultType: bit_flip, Mask: 01000000
Tick: 52522000, Cache Block Addr: 93184, Byte Offset: 41, FaultType: bit_flip, Mask: 01000000
Tick: 52522000, Cache Block Addr: 98880, Byte Offset: 1, FaultType: bit_flip, Mask: 00000100
Tick: 52547000, Cache Block Addr: 86336, Byte Offset: 39, FaultType: bit_flip, Mask: 10000000
Tick: 52547000, Cache Block Addr: 68864, Byte Offset: 47, FaultType: bit_flip, Mask: 00000010
Tick: 52548000, Cache Block Addr: 80512, Byte Offset: 17, FaultType: bit_flip, Mask: 00100000
Tick: 52550000, Cache Block Addr: 95488, Byte Offset: 26, FaultType: bit_flip, Mask: 00010000
Tick: 52556000, Cache Block Addr: 99392, Byte Offset: 34, FaultType: bit_flip, Mask: 00000010
Tick: 52556000, Cache Block Addr: 46528, Byte Offset: 0, FaultType: bit_flip, Mask: 00000100
Tick: 52561000, Cache Block Addr: 95552, Byte Offset: 5, FaultType: bit_flip, Mask: 00100000
Tick: 52570000, Cache Block Addr: 88832, Byte Offset: 37, FaultType: bit_flip, Mask: 00000001
Tick: 52584000, Cache Block Addr: 72960, Byte Offset: 21, FaultType: bit_flip, Mask: 00000001
Tick: 52645000, Cache Block Addr: 77056, Byte Offset: 52, FaultType: bit_flip, Mask: 00100000
Tick: 52648000, Cache Block Addr: 94016, Byte Offset: 22, FaultType: bit_flip, Mask: 10000000
Tick: 52672000, Cache Block Addr: 80576, Byte Offset: 41, FaultType: bit_flip, Mask: 00100000
Tick: 52682000, Cache Block Addr: 69824, Byte Offset: 37, FaultType: bit_flip, Mask: 00010000
Tick: 52688000, Cache Block Addr: 92352, Byte Offset: 45, FaultType: bit_flip, Mask: 00010000
Tick: 52703000, Cache Block Addr: 72960, Byte Offset: 31, FaultType: bit_flip, Mask: 00000100
Tick: 52704000, Cache Block Addr: 87168, Byte Offset: 9, FaultType: bit_flip, Mask: 10000000
Tick: 52716000, Cache Block Addr: 100288, Byte Offset: 25, FaultType: bit_flip, Mask: 00000010
Tick: 52717000, Cache Block Addr: 78016, Byte Offset: 41, FaultType: bit_flip, Mask: 00100000
Tick: 52744000, Cache Block Addr: 98752, Byte Offset: 18, FaultType: bit_flip, Mask: 10000000
Tick: 52765000, Cache Block Addr: 84608, Byte Offset: 49, FaultType: bit_flip, Mask: 01000000
Tick: 52765000, Cache Block Addr: 89664, Byte Offset: 50, FaultType: bit_flip, Mask: 10000000
Tick: 52770000, Cache Block Addr: 82432, Byte Offset: 21, FaultType: bit_flip, Mask: 00010000
Tick: 52783000, Cache Block Addr: 76160, Byte Offset: 62, FaultType: bit_flip, Mask: 00010000
Tick: 52785000, Cache Block Addr: 68672, Byte Offset: 12, FaultType: bit_flip, Mask: 00001000
Tick: 52797000, Cache Block Addr: 88768, Byte Offset: 39, FaultType: bit_flip, Mask: 00010000
Tick: 52798000, Cache Block Addr: 92608, Byte Offset: 53, FaultType: bit_flip, Mask: 00010000
Tick: 52805000, Cache Block Addr: 90176, Byte Offset: 14, FaultType: bit_flip, Mask: 00000001
Tick: 52810000, Cache Block Addr: 84672, Byte Offset: 2, FaultType: bit_flip, Mask: 00000010
Tick: 52811000, Cache Block Addr: 95296, Byte Offset: 56, FaultType: bit_flip, Mask: 00000010
Tick: 52818000, Cache Block Addr: 81920, Byte Offset: 9, FaultType: bit_flip, Mask: 00010000
Tick: 52823000, Cache Block Addr: 79616, Byte Offset: 8, FaultType: bit_flip, Mask: 00000100
Tick: 52829000, Cache Block Addr: 71616, Byte Offset: 45, FaultType: bit_flip, Mask: 00000010
Tick: 52853000, Cache Block Addr: 100992, Byte Offset: 35, FaultType: bit_flip, Mask: 00001000
Tick: 52861000, Cache Block Addr: 98816, Byte Offset: 7, FaultType: bit_flip, Mask: 10000000
Tick: 52888000, Cache Block Addr: 96384, Byte Offset: 62, FaultType: bit_flip, Mask: 00100000
Tick: 52888000, Cache Block Addr: 84928, Byte Offset: 47, FaultType: bit_flip, Mask: 00000010
Tick: 52943000, Cache Block Addr: 84480, Byte Offset: 32, FaultType: bit_flip, Mask: 00000001
Tick: 52946000, Cache Block Addr: 98624, Byte Offset: 33, FaultType: bit_flip, Mask: 00100000
Tick: 52956000, Cache Block Addr: 80384, Byte Offset: 50, FaultType: bit_flip, Mask: 00100000
Tick: 52968000, Cache Block Addr: 82432, Byte Offset: 50, FaultType: bit_flip, Mask: 00100000
Tick: 52975000, Cache Block Addr: 77376, Byte Offset: 63, FaultType: bit_flip, Mask: 00000100
Tick: 52993000, Cache Block Addr: 100224, Byte Offset: 54, FaultType: bit_flip, Mask: 01000000
Tick: 53004000, Cache Block Addr: 88128, Byte Offset: 6, FaultType: bit_flip, Mask: 01000000
Tick: 53007000, Cache Block Addr: 78144, Byte Offset: 47, FaultType: bit_flip, Mask: 01000000
Tick: 53015000, Cache Block Addr: 83328, Byte Offset: 50, FaultType: bit_flip, Mask: 01000000
Tick: 53015000, Cache Block Addr: 89728, Byte Offset: 39, FaultType: bit_flip, Mask: 00000010
Tick: 53023000, Cache Block Addr: 95168, Byte Offset: 57, FaultType: bit_flip, Mask: 00000010
Tick: 53032000, Cache Block Addr: 87680, Byte Offset: 54, FaultType: bit_flip, Mask: 00000100
Tick: 53041000, Cache Block Addr: 70912, Byte Offset: 43, FaultType: bit_flip, Mask: 01000000
Tick: 53054000, Cache Block Addr: 71360, Byte Offset: 1, FaultType: bit_flip, Mask: 00100000
Tick: 53055000, Cache Block Addr: 84672, Byte Offset: 25, FaultType: bit_flip, Mask: 00100000
Tick: 53060000, Cache Block Addr: 82304, Byte Offset: 57, FaultType: bit_flip, Mask: 10000000
Tick: 53074000, Cache Block Addr: 95936, Byte Offset: 47, FaultType: bit_flip, Mask: 00000010
Tick: 53079000, Cache Block Addr: 93312, Byte Offset: 11, FaultType: bit_flip, Mask: 00001000
Tick: 53082000, Cache Block Addr: 80768, Byte Offset: 24, FaultType: bit_flip, Mask: 00000100
Tick: 53083000, Cache Block Addr: 87616, Byte Offset: 10, FaultType: bit_flip, Mask: 00100000
Tick: 53088000, Cache Block Addr: 80576, Byte Offset: 37, FaultType: bit_flip, Mask: 00010000
Tick: 53090000, Cache Block Addr: 90496, Byte Offset: 7, FaultType: bit_flip, Mask: 00000100
Tick: 53109000, Cache Block Addr: 95680, Byte Offset: 17, FaultType: bit_flip, Mask: 00100000
Tick: 53111000, Cache Block Addr: 95360, Byte Offset: 48, FaultType: bit_flip, Mask: 00010000
Tick: 53121000, Cache Block Addr: 89408, Byte Offset: 35, FaultType: bit_flip, Mask: 00000001
Tick: 53125000, Cache Block Addr: 76032, Byte Offset: 8, FaultType: bit_flip, Mask: 10000000
Tick: 53136000, Cache Block Addr: 99712, Byte Offset: 30, FaultType: bit_flip, Mask: 00000010
Tick: 53137000, Cache Block Addr: 78080, Byte Offset: 31, FaultType: bit_flip, Mask: 00001000
Tick: 53144000, Cache Block Addr: 97856, Byte Offset: 13, FaultType: bit_flip, Mask: 00000001
Tick: 53151000, Cache Block Addr: 75520, Byte Offset: 1, FaultType: bit_flip, Mask: 00001000
Tick: 53153000, Cache Block Addr: 77120, Byte Offset: 26, FaultType: bit_flip, Mask: 10000000
Tick: 53159000, Cache Block Addr: 89024, Byte Offset: 63, FaultType: bit_flip, Mask: 00000010
Tick: 53167000, Cache Block Addr: 96832, Byte Offset: 60, FaultType: bit_flip, Mask: 00010000
Tick: 53173000, Cache Block Addr: 72384, Byte Offset: 33, FaultType: bit_flip, Mask: 00001000
Tick: 53181000, Cache Block Addr: 79104, Byte Offset: 55, FaultType: bit_flip, Mask: 00000100
Tick: 53195000, Cache Block Addr: 80448, Byte Offset: 7, FaultType: bit_flip, Mask: 00000010
Tick: 53195000, Cache Block Addr: 79488, Byte Offset: 30, FaultType: bit_flip, Mask: 01000000
Tick: 53196000, Cache Block Addr: 61056, Byte Offset: 39, FaultType: bit_flip, Mask: 00001000
Tick: 53206000, Cache Block Addr: 95296, Byte Offset: 11, FaultType: bit_flip, Mask: 01000000
Tick: 53223000, Cache Block Addr: 70464, Byte Offset: 9, FaultType: bit_flip, Mask: 00000001
Tick: 53223000, Cache Block Addr: 73600, Byte Offset: 47, FaultType: bit_flip, Mask: 00100000
Tick: 53225000, Cache Block Addr: 96192, Byte Offset: 39, FaultType: bit_flip, Mask: 00010000
Tick: 53233000, Cache Block Addr: 71872, Byte Offset: 14, FaultType: bit_flip, Mask: 00000010
Tick: 53233000, Cache Block Addr: 94208, Byte Offset: 11, FaultType: bit_flip, Mask: 00001000
Tick: 53234000, Cache Block Addr: 87680, Byte Offset: 6, FaultType: bit_flip, Mask: 01000000
Tick: 53234000, Cache Block Addr: 93312, Byte Offset: 9, FaultType: bit_flip, Mask: 01000000
Tick: 53240000, Cache Block Addr: 75328, Byte Offset: 17, FaultType: bit_flip, Mask: 10000000
Tick: 53262000, Cache Block Addr: 81536, Byte Offset: 16, FaultType: bit_flip, Mask: 00000100
Tick: 53262000, Cache Block Addr: 69760, Byte Offset: 29, FaultType: bit_flip, Mask: 00000001
Tick: 53293000, Cache Block Addr: 95104, Byte Offset: 48, FaultType: bit_flip, Mask: 00010000
Tick: 53302000, Cache Block Addr: 100608, Byte Offset: 8, FaultType: bit_flip, Mask: 00001000
Tick: 53306000, Cache Block Addr: 90880, Byte Offset: 17, FaultType: bit_flip, Mask: 10000000
Tick: 53315000, Cache Block Addr: 93760, Byte Offset: 53, FaultType: bit_flip, Mask: 00010000
Tick: 53327000, Cache Block Addr: 84160, Byte Offset: 51, FaultType: bit_flip, Mask: 00000010
Tick: 53358000, Cache Block Addr: 92416, Byte Offset: 58, FaultType: bit_flip, Mask: 00000010
Tick: 53358000, Cache Block Addr: 86656, Byte Offset: 20, FaultType: bit_flip, Mask: 00000010
Tick: 53360000, Cache Block Addr: 75968, Byte Offset: 14, FaultType: bit_flip, Mask: 01000000
Tick: 53376000, Cache Block Addr: 75584, Byte Offset: 50, FaultType: bit_flip, Mask: 00010000
Tick: 53378000, Cache Block Addr: 73088, Byte Offset: 26, FaultType: bit_flip, Mask: 00000001
Tick: 53381000, Cache Block Addr: 79424, Byte Offset: 47, FaultType: bit_flip, Mask: 00001000
Tick: 53382000, Cache Block Addr: 81472, Byte Offset: 30, FaultType: bit_flip, Mask: 00010000
Tick: 53389000, Cache Block Addr: 81664, Byte Offset: 7, FaultType: bit_flip, Mask: 00000100
Tick: 53390000, Cache Block Addr: 82496, Byte Offset: 57, FaultType: bit_flip, Mask: 00000010
Tick: 53396000, Cache Block Addr: 80896, Byte Offset: 43, FaultType: bit_flip, Mask: 00100000
Tick: 53401000, Cache Block Addr: 86912, Byte Offset: 24, FaultType: bit_flip, Mask: 00000100
