Tick: 69185000, Cache Block Addr: 470016, Byte Offset: 39, FaultType: bit_flip, Mask: 01000000
Tick: 87865000, Cache Block Addr: 418304, Byte Offset: 59, FaultType: bit_flip, Mask: 00100000
Tick: 90387000, Cache Block Addr: 415808, Byte Offset: 53, FaultType: bit_flip, Mask: 01000000
Tick: 90472000, Cache Block Addr: 416384, Byte Offset: 14, FaultType: bit_flip, Mask: 00000100
Tick: 102548000, Cache Block Addr: 282368, Byte Offset: 22, FaultType: bit_flip, Mask: 01000000
Tick: 112435000, Cache Block Addr: 492480, Byte Offset: 6, FaultType: bit_flip, Mask: 00100000
Tick: 128572000, Cache Block Addr: 490752, Byte Offset: 29, FaultType: bit_flip, Mask: 00100000
Tick: 154427000, Cache Block Addr: 488512, Byte Offset: 44, FaultType: bit_flip, Mask: 00000100
Tick: 155486000, Cache Block Addr: 507776, Byte Offset: 29, FaultType: bit_flip, Mask: 01000000
Tick: 156031000, Cache Block Addr: 506560, Byte Offset: 42, FaultType: bit_flip, Mask: 00000100
Tick: 162165000, Cache Block Addr: 496192, Byte Offset: 39, FaultType: bit_flip, Mask: 00001000
Tick: 179777000, Cache Block Addr: 502080, Byte Offset: 35, FaultType: bit_flip, Mask: 10000000
Tick: 190398000, Cache Block Addr: 512192, Byte Offset: 53, FaultType: bit_flip, Mask: 00010000
Tick: 194137000, Cache Block Addr: 512768, Byte Offset: 7, FaultType: bit_flip, Mask: 00000100
Tick: 215536000, Cache Block Addr: 524288, Byte Offset: 20, FaultType: bit_flip, Mask: 00001000
Tick: 226731000, Cache Block Addr: 530624, Byte Offset: 31, FaultType: bit_flip, Mask: 01000000
Tick: 252512000, Cache Block Addr: 474048, Byte Offset: 31, FaultType: bit_flip, Mask: 00001000
