Tick: 140162000, Cache Block Addr: 450240, Byte Offset: 62, FaultType: bit_flip, Mask: 01000000
Tick: 243106000, Cache Block Addr: 448768, Byte Offset: 60, FaultType: bit_flip, Mask: 00000010
Tick: 328690000, Cache Block Addr: 449344, Byte Offset: 45, FaultType: bit_flip, Mask: 00000010
Tick: 345710000, Cache Block Addr: 449984, Byte Offset: 48, FaultType: bit_flip, Mask: 00010000
Tick: 479531000, Cache Block Addr: 449920, Byte Offset: 21, FaultType: bit_flip, Mask: 00100000
Tick: 530143000, Cache Block Addr: 450048, Byte Offset: 48, FaultType: bit_flip, Mask: 00000001
Tick: 579781000, Cache Block Addr: 449792, Byte Offset: 2, FaultType: bit_flip, Mask: 10000000
Tick: 590650000, Cache Block Addr: 450112, Byte Offset: 62, FaultType: bit_flip, Mask: 00000010
Tick: 671480000, Cache Block Addr: 449920, Byte Offset: 56, FaultType: bit_flip, Mask: 00000100
Tick: 724896000, Cache Block Addr: 449920, Byte Offset: 1, FaultType: bit_flip, Mask: 00000100
Tick: 828776000, Cache Block Addr: 449664, Byte Offset: 28, FaultType: bit_flip, Mask: 01000000
Tick: 856537000, Cache Block Addr: 449920, Byte Offset: 14, FaultType: bit_flip, Mask: 00000010
Tick: 934249000, Cache Block Addr: 449984, Byte Offset: 55, FaultType: bit_flip, Mask: 00000100
Tick: 1029078000, Cache Block Addr: 449984, Byte Offset: 61, FaultType: bit_flip, Mask: 00100000
Tick: 1075529000, Cache Block Addr: 449152, Byte Offset: 10, FaultType: bit_flip, Mask: 00001000
Tick: 1375702000, Cache Block Addr: 450240, Byte Offset: 55, FaultType: bit_flip, Mask: 00000100
Tick: 1588638000, Cache Block Addr: 450240, Byte Offset: 11, FaultType: bit_flip, Mask: 00000010
Tick: 1689320000, Cache Block Addr: 449472, Byte Offset: 18, FaultType: bit_flip, Mask: 00010000
Tick: 1768943000, Cache Block Addr: 449536, Byte Offset: 29, FaultType: bit_flip, Mask: 00100000
Tick: 1812878000, Cache Block Addr: 450176, Byte Offset: 43, FaultType: bit_flip, Mask: 00010000
Tick: 1854310000, Cache Block Addr: 449024, Byte Offset: 8, FaultType: bit_flip, Mask: 00000010
Tick: 1878981000, Cache Block Addr: 449088, Byte Offset: 1, FaultType: bit_flip, Mask: 00001000
Tick: 2026526000, Cache Block Addr: 450304, Byte Offset: 38, FaultType: bit_flip, Mask: 00000100
Tick: 2090895000, Cache Block Addr: 449152, Byte Offset: 52, FaultType: bit_flip, Mask: 00000010
