run,status,exit_code,wall_seconds,fail_reason,start_iso,end_iso
1,OK,0,4,-,2026-05-10T02:17:57+00:00,2026-05-10T02:18:01+00:00
2,OK,0,5,-,2026-05-10T02:17:57+00:00,2026-05-10T02:18:02+00:00
3,OK,0,5,-,2026-05-10T02:17:57+00:00,2026-05-10T02:18:02+00:00
4,OK,0,5,-,2026-05-10T02:18:01+00:00,2026-05-10T02:18:06+00:00
5,OK,0,5,-,2026-05-10T02:18:01+00:00,2026-05-10T02:18:06+00:00
6,OK,0,5,-,2026-05-10T02:18:02+00:00,2026-05-10T02:18:07+00:00
7,OK,0,5,-,2026-05-10T02:18:02+00:00,2026-05-10T02:18:07+00:00
8,OK,0,5,-,2026-05-10T02:18:06+00:00,2026-05-10T02:18:11+00:00
9,OK,0,5,-,2026-05-10T02:18:06+00:00,2026-05-10T02:18:11+00:00
10,OK,0,5,-,2026-05-10T02:18:06+00:00,2026-05-10T02:18:11+00:00
