Tick: 52469000, Cache Block Addr: 68480, Byte Offset: 18, FaultType: bit_flip, Mask: 00010000
Tick: 53097000, Cache Block Addr: 93312, Byte Offset: 4, FaultType: bit_flip, Mask: 00001000
Tick: 53726000, Cache Block Addr: 84736, Byte Offset: 27, FaultType: bit_flip, Mask: 00100000
Tick: 54474000, Cache Block Addr: 74368, Byte Offset: 16, FaultType: bit_flip, Mask: 00001000
Tick: 54987000, Cache Block Addr: 75968, Byte Offset: 51, FaultType: bit_flip, Mask: 10000000
Tick: 60910000, Cache Block Addr: 89472, Byte Offset: 49, FaultType: bit_flip, Mask: 00000001
Tick: 61278000, Cache Block Addr: 91328, Byte Offset: 40, FaultType: bit_flip, Mask: 00000100
Tick: 61367000, Cache Block Addr: 86848, Byte Offset: 30, FaultType: bit_flip, Mask: 00001000
Tick: 61600000, Cache Block Addr: 100992, Byte Offset: 62, FaultType: bit_flip, Mask: 00000100
Tick: 62758000, Cache Block Addr: 103744, Byte Offset: 50, FaultType: bit_flip, Mask: 00010000
Tick: 63086000, Cache Block Addr: 92864, Byte Offset: 41, FaultType: bit_flip, Mask: 00000010
Tick: 63465000, Cache Block Addr: 107520, Byte Offset: 42, FaultType: bit_flip, Mask: 10000000
Tick: 65561000, Cache Block Addr: 105984, Byte Offset: 5, FaultType: bit_flip, Mask: 00010000
Tick: 67090000, Cache Block Addr: 91712, Byte Offset: 13, FaultType: bit_flip, Mask: 00010000
Tick: 67671000, Cache Block Addr: 82176, Byte Offset: 29, FaultType: bit_flip, Mask: 00000010
Tick: 68004000, Cache Block Addr: 112128, Byte Offset: 37, FaultType: bit_flip, Mask: 00000010
Tick: 68998000, Cache Block Addr: 102144, Byte Offset: 41, FaultType: bit_flip, Mask: 00001000
Tick: 73558000, Cache Block Addr: 91712, Byte Offset: 14, FaultType: bit_flip, Mask: 00000001
Tick: 76275000, Cache Block Addr: 100480, Byte Offset: 25, FaultType: bit_flip, Mask: 00100000
Tick: 76468000, Cache Block Addr: 113984, Byte Offset: 60, FaultType: bit_flip, Mask: 00000010
Tick: 76564000, Cache Block Addr: 101824, Byte Offset: 55, FaultType: bit_flip, Mask: 00100000
Tick: 78353000, Cache Block Addr: 120384, Byte Offset: 51, FaultType: bit_flip, Mask: 00001000
Tick: 80002000, Cache Block Addr: 107456, Byte Offset: 63, FaultType: bit_flip, Mask: 00010000
Tick: 80262000, Cache Block Addr: 120960, Byte Offset: 2, FaultType: bit_flip, Mask: 00000100
Tick: 81150000, Cache Block Addr: 102208, Byte Offset: 2, FaultType: bit_flip, Mask: 10000000
Tick: 81786000, Cache Block Addr: 95552, Byte Offset: 38, FaultType: bit_flip, Mask: 00010000
Tick: 82089000, Cache Block Addr: 118080, Byte Offset: 49, FaultType: bit_flip, Mask: 00000010
Tick: 83066000, Cache Block Addr: 107776, Byte Offset: 38, FaultType: bit_flip, Mask: 01000000
Tick: 84379000, Cache Block Addr: 107584, Byte Offset: 51, FaultType: bit_flip, Mask: 01000000
Tick: 84569000, Cache Block Addr: 61440, Byte Offset: 45, FaultType: bit_flip, Mask: 01000000
Tick: 85493000, Cache Block Addr: 108672, Byte Offset: 23, FaultType: bit_flip, Mask: 00000100
Tick: 86039000, Cache Block Addr: 96704, Byte Offset: 6, FaultType: bit_flip, Mask: 00000010
Tick: 87142000, Cache Block Addr: 99200, Byte Offset: 19, FaultType: bit_flip, Mask: 00000001
Tick: 87275000, Cache Block Addr: 105792, Byte Offset: 2, FaultType: bit_flip, Mask: 00000100
Tick: 88855000, Cache Block Addr: 114624, Byte Offset: 23, FaultType: bit_flip, Mask: 00000010
Tick: 89041000, Cache Block Addr: 43520, Byte Offset: 24, FaultType: bit_flip, Mask: 00010000
Tick: 91750000, Cache Block Addr: 120256, Byte Offset: 23, FaultType: bit_flip, Mask: 00000001
Tick: 95504000, Cache Block Addr: 116864, Byte Offset: 0, FaultType: bit_flip, Mask: 01000000
Tick: 95939000, Cache Block Addr: 122048, Byte Offset: 8, FaultType: bit_flip, Mask: 00010000
Tick: 96572000, Cache Block Addr: 61440, Byte Offset: 27, FaultType: bit_flip, Mask: 00010000
Tick: 97560000, Cache Block Addr: 72512, Byte Offset: 3, FaultType: bit_flip, Mask: 00010000
Tick: 99431000, Cache Block Addr: 120256, Byte Offset: 35, FaultType: bit_flip, Mask: 00000001
Tick: 100827000, Cache Block Addr: 75776, Byte Offset: 48, FaultType: bit_flip, Mask: 00001000
Tick: 101153000, Cache Block Addr: 116800, Byte Offset: 0, FaultType: bit_flip, Mask: 00000010
Tick: 101430000, Cache Block Addr: 62080, Byte Offset: 14, FaultType: bit_flip, Mask: 00000001
Tick: 103756000, Cache Block Addr: 125312, Byte Offset: 61, FaultType: bit_flip, Mask: 00001000
