Tick: 69755000, Cache Block Addr: 411776, Byte Offset: 8, FaultType: bit_flip, Mask: 10000000
Tick: 79294000, Cache Block Addr: 478592, Byte Offset: 5, FaultType: bit_flip, Mask: 00000010
Tick: 154647000, Cache Block Addr: 450496, Byte Offset: 61, FaultType: bit_flip, Mask: 00000010
Tick: 192523000, Cache Block Addr: 449600, Byte Offset: 28, FaultType: bit_flip, Mask: 00100000
Tick: 212002000, Cache Block Addr: 448896, Byte Offset: 22, FaultType: bit_flip, Mask: 00000010
Tick: 240178000, Cache Block Addr: 450368, Byte Offset: 31, FaultType: bit_flip, Mask: 00010000
Tick: 368005000, Cache Block Addr: 448768, Byte Offset: 18, FaultType: bit_flip, Mask: 10000000
Tick: 494995000, Cache Block Addr: 449152, Byte Offset: 40, FaultType: bit_flip, Mask: 01000000
Tick: 524670000, Cache Block Addr: 449088, Byte Offset: 48, FaultType: bit_flip, Mask: 00000100
Tick: 553200000, Cache Block Addr: 449152, Byte Offset: 5, FaultType: bit_flip, Mask: 00100000
Tick: 657419000, Cache Block Addr: 448768, Byte Offset: 28, FaultType: bit_flip, Mask: 00000001
Tick: 829701000, Cache Block Addr: 449024, Byte Offset: 55, FaultType: bit_flip, Mask: 00010000
Tick: 887283000, Cache Block Addr: 450496, Byte Offset: 24, FaultType: bit_flip, Mask: 00000010
Tick: 922343000, Cache Block Addr: 449984, Byte Offset: 46, FaultType: bit_flip, Mask: 01000000
Tick: 950208000, Cache Block Addr: 450304, Byte Offset: 19, FaultType: bit_flip, Mask: 10000000
Tick: 1091106000, Cache Block Addr: 450304, Byte Offset: 63, FaultType: bit_flip, Mask: 00000010
Tick: 1181346000, Cache Block Addr: 450560, Byte Offset: 59, FaultType: bit_flip, Mask: 00000100
Tick: 1220339000, Cache Block Addr: 449792, Byte Offset: 32, FaultType: bit_flip, Mask: 00000001
Tick: 1299860000, Cache Block Addr: 449472, Byte Offset: 36, FaultType: bit_flip, Mask: 00000100
Tick: 1358921000, Cache Block Addr: 448960, Byte Offset: 1, FaultType: bit_flip, Mask: 01000000
Tick: 1401656000, Cache Block Addr: 449536, Byte Offset: 33, FaultType: bit_flip, Mask: 00100000
Tick: 1595725000, Cache Block Addr: 450432, Byte Offset: 43, FaultType: bit_flip, Mask: 10000000
Tick: 1599122000, Cache Block Addr: 449664, Byte Offset: 30, FaultType: bit_flip, Mask: 00100000
Tick: 1681101000, Cache Block Addr: 449152, Byte Offset: 11, FaultType: bit_flip, Mask: 00001000
Tick: 1736226000, Cache Block Addr: 450688, Byte Offset: 56, FaultType: bit_flip, Mask: 00000100
Tick: 1742105000, Cache Block Addr: 449792, Byte Offset: 18, FaultType: bit_flip, Mask: 00000001
Tick: 1746266000, Cache Block Addr: 448896, Byte Offset: 7, FaultType: bit_flip, Mask: 00000001
Tick: 1905769000, Cache Block Addr: 449856, Byte Offset: 39, FaultType: bit_flip, Mask: 00000001
Tick: 2147005000, Cache Block Addr: 449280, Byte Offset: 52, FaultType: bit_flip, Mask: 10000000
