Tick: 181475000, Cache Block Addr: 423552, Byte Offset: 16, FaultType: bit_flip, Mask: 00001000
Tick: 312267000, Cache Block Addr: 424256, Byte Offset: 30, FaultType: bit_flip, Mask: 00000100
Tick: 364081000, Cache Block Addr: 423744, Byte Offset: 30, FaultType: bit_flip, Mask: 00010000
Tick: 622515000, Cache Block Addr: 424128, Byte Offset: 47, FaultType: bit_flip, Mask: 00001000
Tick: 750974000, Cache Block Addr: 424832, Byte Offset: 26, FaultType: bit_flip, Mask: 00010000
Tick: 870648000, Cache Block Addr: 423936, Byte Offset: 37, FaultType: bit_flip, Mask: 00000001
Tick: 964768000, Cache Block Addr: 453888, Byte Offset: 30, FaultType: bit_flip, Mask: 01000000
Tick: 993809000, Cache Block Addr: 423232, Byte Offset: 32, FaultType: bit_flip, Mask: 00100000
Tick: 1139787000, Cache Block Addr: 424640, Byte Offset: 47, FaultType: bit_flip, Mask: 00010000
Tick: 1384602000, Cache Block Addr: 424128, Byte Offset: 56, FaultType: bit_flip, Mask: 00001000
Tick: 1636288000, Cache Block Addr: 424640, Byte Offset: 6, FaultType: bit_flip, Mask: 00001000
Tick: 1706864000, Cache Block Addr: 423680, Byte Offset: 45, FaultType: bit_flip, Mask: 10000000
Tick: 1844001000, Cache Block Addr: 424192, Byte Offset: 47, FaultType: bit_flip, Mask: 00100000
Tick: 2100772000, Cache Block Addr: 424832, Byte Offset: 7, FaultType: bit_flip, Mask: 00010000
Tick: 2113160000, Cache Block Addr: 423040, Byte Offset: 11, FaultType: bit_flip, Mask: 00000001
Tick: 2138891000, Cache Block Addr: 423936, Byte Offset: 16, FaultType: bit_flip, Mask: 01000000
Tick: 2274876000, Cache Block Addr: 423424, Byte Offset: 33, FaultType: bit_flip, Mask: 00100000
Tick: 2444269000, Cache Block Addr: 423808, Byte Offset: 25, FaultType: bit_flip, Mask: 00000010
Tick: 2444761000, Cache Block Addr: 424896, Byte Offset: 41, FaultType: bit_flip, Mask: 10000000
Tick: 2458347000, Cache Block Addr: 422976, Byte Offset: 34, FaultType: bit_flip, Mask: 00000001
Tick: 2496978000, Cache Block Addr: 424704, Byte Offset: 42, FaultType: bit_flip, Mask: 00100000
Tick: 2540367000, Cache Block Addr: 424576, Byte Offset: 10, FaultType: bit_flip, Mask: 00100000
Tick: 2724310000, Cache Block Addr: 424064, Byte Offset: 44, FaultType: bit_flip, Mask: 01000000
Tick: 2788496000, Cache Block Addr: 424576, Byte Offset: 61, FaultType: bit_flip, Mask: 00100000
Tick: 3159150000, Cache Block Addr: 423808, Byte Offset: 16, FaultType: bit_flip, Mask: 00010000
Tick: 3299291000, Cache Block Addr: 424256, Byte Offset: 10, FaultType: bit_flip, Mask: 00000010
Tick: 3336199000, Cache Block Addr: 423616, Byte Offset: 8, FaultType: bit_flip, Mask: 00001000
Tick: 3341275000, Cache Block Addr: 423296, Byte Offset: 43, FaultType: bit_flip, Mask: 00100000
Tick: 3477110000, Cache Block Addr: 423168, Byte Offset: 40, FaultType: bit_flip, Mask: 00010000
Tick: 3558565000, Cache Block Addr: 423040, Byte Offset: 32, FaultType: bit_flip, Mask: 00100000
Tick: 3700420000, Cache Block Addr: 269888, Byte Offset: 25, FaultType: bit_flip, Mask: 00100000
Tick: 3794029000, Cache Block Addr: 424128, Byte Offset: 46, FaultType: bit_flip, Mask: 00000001
Tick: 3949999000, Cache Block Addr: 423360, Byte Offset: 62, FaultType: bit_flip, Mask: 10000000
Tick: 3968651000, Cache Block Addr: 423104, Byte Offset: 29, FaultType: bit_flip, Mask: 10000000
Tick: 4223668000, Cache Block Addr: 423488, Byte Offset: 14, FaultType: bit_flip, Mask: 00000001
Tick: 4521839000, Cache Block Addr: 424960, Byte Offset: 6, FaultType: bit_flip, Mask: 00000001
Tick: 4624248000, Cache Block Addr: 423552, Byte Offset: 40, FaultType: bit_flip, Mask: 00100000
Tick: 4695051000, Cache Block Addr: 423488, Byte Offset: 4, FaultType: bit_flip, Mask: 00010000
Tick: 4706733000, Cache Block Addr: 424256, Byte Offset: 57, FaultType: bit_flip, Mask: 10000000
Tick: 4960740000, Cache Block Addr: 423616, Byte Offset: 21, FaultType: bit_flip, Mask: 00100000
Tick: 5042123000, Cache Block Addr: 423744, Byte Offset: 24, FaultType: bit_flip, Mask: 01000000
Tick: 5195877000, Cache Block Addr: 423168, Byte Offset: 55, FaultType: bit_flip, Mask: 00000100
Tick: 5391120000, Cache Block Addr: 423872, Byte Offset: 33, FaultType: bit_flip, Mask: 00000010
Tick: 5412611000, Cache Block Addr: 423232, Byte Offset: 25, FaultType: bit_flip, Mask: 00000010
Tick: 5465803000, Cache Block Addr: 423296, Byte Offset: 45, FaultType: bit_flip, Mask: 00100000
Tick: 5642971000, Cache Block Addr: 424768, Byte Offset: 49, FaultType: bit_flip, Mask: 00010000
Tick: 5732040000, Cache Block Addr: 424960, Byte Offset: 4, FaultType: bit_flip, Mask: 00001000
Tick: 5796515000, Cache Block Addr: 453888, Byte Offset: 52, FaultType: bit_flip, Mask: 00010000
Tick: 5906188000, Cache Block Addr: 424256, Byte Offset: 20, FaultType: bit_flip, Mask: 00000010
Tick: 5955260000, Cache Block Addr: 424064, Byte Offset: 43, FaultType: bit_flip, Mask: 00000010
