run,status,exit_code,wall_seconds,fail_reason,start_iso,end_iso
2,OK,0,31,-,2026-05-12T01:05:17+00:00,2026-05-12T01:05:48+00:00
1,OK,0,31,-,2026-05-12T01:05:17+00:00,2026-05-12T01:05:48+00:00
3,OK,0,31,-,2026-05-12T01:05:17+00:00,2026-05-12T01:05:48+00:00
4,OK,0,31,-,2026-05-12T01:05:23+00:00,2026-05-12T01:05:54+00:00
5,OK,0,32,-,2026-05-12T01:05:23+00:00,2026-05-12T01:05:55+00:00
6,OK,0,31,-,2026-05-12T01:05:33+00:00,2026-05-12T01:06:04+00:00
7,OK,0,31,-,2026-05-12T01:05:48+00:00,2026-05-12T01:06:19+00:00
8,OK,0,32,-,2026-05-12T01:05:48+00:00,2026-05-12T01:06:20+00:00
9,OK,0,32,-,2026-05-12T01:05:48+00:00,2026-05-12T01:06:20+00:00
10,OK,0,32,-,2026-05-12T01:05:54+00:00,2026-05-12T01:06:26+00:00
11,OK,0,31,-,2026-05-12T01:05:55+00:00,2026-05-12T01:06:26+00:00
12,OK,0,32,-,2026-05-12T01:06:04+00:00,2026-05-12T01:06:36+00:00
13,OK,0,32,-,2026-05-12T01:06:19+00:00,2026-05-12T01:06:51+00:00
14,OK,0,32,-,2026-05-12T01:06:20+00:00,2026-05-12T01:06:52+00:00
17,OK,0,28,-,2026-05-12T01:06:26+00:00,2026-05-12T01:06:54+00:00
16,OK,0,32,-,2026-05-12T01:06:26+00:00,2026-05-12T01:06:58+00:00
18,OK,0,32,-,2026-05-12T01:06:36+00:00,2026-05-12T01:07:08+00:00
19,OK,0,33,-,2026-05-12T01:06:51+00:00,2026-05-12T01:07:24+00:00
20,OK,0,32,-,2026-05-12T01:06:52+00:00,2026-05-12T01:07:24+00:00
21,OK,0,32,-,2026-05-12T01:06:54+00:00,2026-05-12T01:07:26+00:00
22,OK,0,32,-,2026-05-12T01:06:58+00:00,2026-05-12T01:07:30+00:00
23,OK,0,32,-,2026-05-12T01:07:08+00:00,2026-05-12T01:07:40+00:00
24,OK,0,33,-,2026-05-12T01:07:24+00:00,2026-05-12T01:07:57+00:00
25,OK,0,33,-,2026-05-12T01:07:24+00:00,2026-05-12T01:07:57+00:00
26,OK,0,33,-,2026-05-12T01:07:26+00:00,2026-05-12T01:07:59+00:00
27,CRASH,134,49,exit_134,2026-05-12T01:07:30+00:00,2026-05-12T01:08:19+00:00
29,OK,0,31,-,2026-05-12T01:07:57+00:00,2026-05-12T01:08:28+00:00
30,OK,0,31,-,2026-05-12T01:07:57+00:00,2026-05-12T01:08:28+00:00
31,OK,0,32,-,2026-05-12T01:07:59+00:00,2026-05-12T01:08:31+00:00
32,OK,0,32,-,2026-05-12T01:08:19+00:00,2026-05-12T01:08:51+00:00
33,OK,0,32,-,2026-05-12T01:08:28+00:00,2026-05-12T01:09:00+00:00
34,OK,0,33,-,2026-05-12T01:08:28+00:00,2026-05-12T01:09:01+00:00
28,CRASH,134,82,exit_134,2026-05-12T01:07:40+00:00,2026-05-12T01:09:02+00:00
35,OK,0,32,-,2026-05-12T01:08:31+00:00,2026-05-12T01:09:03+00:00
36,OK,0,32,-,2026-05-12T01:08:51+00:00,2026-05-12T01:09:23+00:00
37,OK,0,31,-,2026-05-12T01:09:01+00:00,2026-05-12T01:09:32+00:00
38,OK,0,32,-,2026-05-12T01:09:01+00:00,2026-05-12T01:09:33+00:00
39,OK,0,32,-,2026-05-12T01:09:02+00:00,2026-05-12T01:09:34+00:00
40,OK,0,32,-,2026-05-12T01:09:03+00:00,2026-05-12T01:09:35+00:00
15,CRASH,137,300,exit_137,2026-05-12T01:06:20+00:00,2026-05-12T01:11:20+00:00
