Tick: 52477000, Cache Block Addr: 75136, Byte Offset: 9, FaultType: bit_flip, Mask: 10000000
Tick: 56088000, Cache Block Addr: 101184, Byte Offset: 27, FaultType: bit_flip, Mask: 10000000
Tick: 56262000, Cache Block Addr: 89600, Byte Offset: 15, FaultType: bit_flip, Mask: 01000000
Tick: 56306000, Cache Block Addr: 73088, Byte Offset: 5, FaultType: bit_flip, Mask: 00001000
Tick: 57480000, Cache Block Addr: 81536, Byte Offset: 7, FaultType: bit_flip, Mask: 01000000
Tick: 57706000, Cache Block Addr: 60928, Byte Offset: 15, FaultType: bit_flip, Mask: 00010000
Tick: 57913000, Cache Block Addr: 91840, Byte Offset: 9, FaultType: bit_flip, Mask: 00000001
Tick: 58815000, Cache Block Addr: 43520, Byte Offset: 63, FaultType: bit_flip, Mask: 00010000
Tick: 60555000, Cache Block Addr: 93568, Byte Offset: 17, FaultType: bit_flip, Mask: 00001000
Tick: 60625000, Cache Block Addr: 90688, Byte Offset: 22, FaultType: bit_flip, Mask: 00010000
Tick: 61757000, Cache Block Addr: 87104, Byte Offset: 13, FaultType: bit_flip, Mask: 00000001
Tick: 63010000, Cache Block Addr: 100224, Byte Offset: 55, FaultType: bit_flip, Mask: 00000010
Tick: 63384000, Cache Block Addr: 92800, Byte Offset: 18, FaultType: bit_flip, Mask: 00000001
Tick: 64228000, Cache Block Addr: 110336, Byte Offset: 45, FaultType: bit_flip, Mask: 00000010
Tick: 65720000, Cache Block Addr: 92288, Byte Offset: 60, FaultType: bit_flip, Mask: 00000001
Tick: 65938000, Cache Block Addr: 87168, Byte Offset: 15, FaultType: bit_flip, Mask: 00100000
Tick: 66786000, Cache Block Addr: 92864, Byte Offset: 3, FaultType: bit_flip, Mask: 00010000
Tick: 66913000, Cache Block Addr: 109120, Byte Offset: 11, FaultType: bit_flip, Mask: 00100000
Tick: 66954000, Cache Block Addr: 95040, Byte Offset: 53, FaultType: bit_flip, Mask: 10000000
Tick: 67426000, Cache Block Addr: 89280, Byte Offset: 21, FaultType: bit_flip, Mask: 00010000
Tick: 70193000, Cache Block Addr: 94336, Byte Offset: 42, FaultType: bit_flip, Mask: 00000100
Tick: 71435000, Cache Block Addr: 98880, Byte Offset: 18, FaultType: bit_flip, Mask: 10000000
Tick: 71939000, Cache Block Addr: 95552, Byte Offset: 48, FaultType: bit_flip, Mask: 00000100
Tick: 73691000, Cache Block Addr: 86336, Byte Offset: 15, FaultType: bit_flip, Mask: 00001000
Tick: 73836000, Cache Block Addr: 117056, Byte Offset: 5, FaultType: bit_flip, Mask: 10000000
Tick: 74703000, Cache Block Addr: 118912, Byte Offset: 51, FaultType: bit_flip, Mask: 00010000
Tick: 74730000, Cache Block Addr: 96000, Byte Offset: 61, FaultType: bit_flip, Mask: 10000000
Tick: 74840000, Cache Block Addr: 115008, Byte Offset: 43, FaultType: bit_flip, Mask: 00001000
Tick: 75638000, Cache Block Addr: 98944, Byte Offset: 29, FaultType: bit_flip, Mask: 00001000
Tick: 75649000, Cache Block Addr: 103680, Byte Offset: 23, FaultType: bit_flip, Mask: 01000000
Tick: 76880000, Cache Block Addr: 116736, Byte Offset: 10, FaultType: bit_flip, Mask: 00001000
Tick: 76899000, Cache Block Addr: 117440, Byte Offset: 18, FaultType: bit_flip, Mask: 00000010
Tick: 77100000, Cache Block Addr: 116416, Byte Offset: 43, FaultType: bit_flip, Mask: 00001000
Tick: 77222000, Cache Block Addr: 98624, Byte Offset: 41, FaultType: bit_flip, Mask: 00000001
Tick: 80566000, Cache Block Addr: 112384, Byte Offset: 57, FaultType: bit_flip, Mask: 01000000
Tick: 80658000, Cache Block Addr: 103168, Byte Offset: 6, FaultType: bit_flip, Mask: 00100000
Tick: 81779000, Cache Block Addr: 96640, Byte Offset: 24, FaultType: bit_flip, Mask: 00000001
Tick: 81822000, Cache Block Addr: 111360, Byte Offset: 24, FaultType: bit_flip, Mask: 00000100
