run,status,exit_code,wall_seconds,fail_reason,start_iso,end_iso
1,OK,0,28,-,2026-05-12T01:20:20+00:00,2026-05-12T01:20:48+00:00
2,OK,0,28,-,2026-05-12T01:20:24+00:00,2026-05-12T01:20:52+00:00
3,OK,0,28,-,2026-05-12T01:20:31+00:00,2026-05-12T01:20:59+00:00
5,OK,0,28,-,2026-05-12T01:20:49+00:00,2026-05-12T01:21:17+00:00
6,OK,0,29,-,2026-05-12T01:20:50+00:00,2026-05-12T01:21:19+00:00
7,OK,0,28,-,2026-05-12T01:20:52+00:00,2026-05-12T01:21:20+00:00
9,OK,0,29,-,2026-05-12T01:21:06+00:00,2026-05-12T01:21:35+00:00
10,OK,0,28,-,2026-05-12T01:21:17+00:00,2026-05-12T01:21:45+00:00
11,OK,0,28,-,2026-05-12T01:21:19+00:00,2026-05-12T01:21:47+00:00
4,CRASH,134,60,exit_134,2026-05-12T01:20:48+00:00,2026-05-12T01:21:48+00:00
12,OK,0,29,-,2026-05-12T01:21:20+00:00,2026-05-12T01:21:49+00:00
13,OK,0,28,-,2026-05-12T01:21:35+00:00,2026-05-12T01:22:03+00:00
14,OK,0,29,-,2026-05-12T01:21:45+00:00,2026-05-12T01:22:14+00:00
15,OK,0,29,-,2026-05-12T01:21:47+00:00,2026-05-12T01:22:16+00:00
16,OK,0,29,-,2026-05-12T01:21:48+00:00,2026-05-12T01:22:17+00:00
17,OK,0,28,-,2026-05-12T01:21:49+00:00,2026-05-12T01:22:17+00:00
8,CRASH,134,89,exit_134,2026-05-12T01:20:59+00:00,2026-05-12T01:22:28+00:00
18,OK,0,29,-,2026-05-12T01:22:03+00:00,2026-05-12T01:22:32+00:00
20,OK,0,29,-,2026-05-12T01:22:16+00:00,2026-05-12T01:22:45+00:00
21,OK,0,30,-,2026-05-12T01:22:17+00:00,2026-05-12T01:22:47+00:00
19,CRASH,134,53,exit_134,2026-05-12T01:22:14+00:00,2026-05-12T01:23:07+00:00
25,OK,0,28,-,2026-05-12T01:22:45+00:00,2026-05-12T01:23:13+00:00
26,OK,0,28,-,2026-05-12T01:22:47+00:00,2026-05-12T01:23:15+00:00
27,OK,0,29,-,2026-05-12T01:23:07+00:00,2026-05-12T01:23:36+00:00
28,OK,0,28,-,2026-05-12T01:23:13+00:00,2026-05-12T01:23:41+00:00
29,OK,0,28,-,2026-05-12T01:23:15+00:00,2026-05-12T01:23:43+00:00
22,CRASH,134,88,exit_134,2026-05-12T01:22:17+00:00,2026-05-12T01:23:45+00:00
31,OK,0,28,-,2026-05-12T01:23:41+00:00,2026-05-12T01:24:09+00:00
33,OK,0,29,-,2026-05-12T01:23:45+00:00,2026-05-12T01:24:14+00:00
24,CRASH,134,107,exit_134,2026-05-12T01:22:33+00:00,2026-05-12T01:24:20+00:00
34,OK,0,29,-,2026-05-12T01:24:09+00:00,2026-05-12T01:24:38+00:00
35,OK,0,28,-,2026-05-12T01:24:14+00:00,2026-05-12T01:24:42+00:00
36,OK,0,28,-,2026-05-12T01:24:20+00:00,2026-05-12T01:24:48+00:00
23,CRASH,134,150,exit_134,2026-05-12T01:22:28+00:00,2026-05-12T01:24:58+00:00
37,OK,0,28,-,2026-05-12T01:24:38+00:00,2026-05-12T01:25:06+00:00
38,OK,0,28,-,2026-05-12T01:24:42+00:00,2026-05-12T01:25:10+00:00
39,OK,0,28,-,2026-05-12T01:24:48+00:00,2026-05-12T01:25:16+00:00
40,OK,0,29,-,2026-05-12T01:24:58+00:00,2026-05-12T01:25:27+00:00
30,CRASH,134,119,exit_134,2026-05-12T01:23:36+00:00,2026-05-12T01:25:35+00:00
32,CRASH,134,143,exit_134,2026-05-12T01:23:43+00:00,2026-05-12T01:26:06+00:00
