run,status,exit_code,wall_seconds,fail_reason,start_iso,end_iso
1,OK,0,6,-,2026-05-10T02:41:48+00:00,2026-05-10T02:41:54+00:00
2,OK,0,6,-,2026-05-10T02:41:48+00:00,2026-05-10T02:41:54+00:00
3,OK,0,5,-,2026-05-10T02:41:49+00:00,2026-05-10T02:41:54+00:00
4,OK,0,5,-,2026-05-10T02:41:54+00:00,2026-05-10T02:41:59+00:00
5,OK,0,5,-,2026-05-10T02:41:54+00:00,2026-05-10T02:41:59+00:00
6,OK,0,6,-,2026-05-10T02:41:54+00:00,2026-05-10T02:42:00+00:00
7,OK,0,6,-,2026-05-10T02:41:55+00:00,2026-05-10T02:42:01+00:00
8,OK,0,6,-,2026-05-10T02:41:56+00:00,2026-05-10T02:42:02+00:00
9,OK,0,6,-,2026-05-10T02:41:59+00:00,2026-05-10T02:42:05+00:00
10,OK,0,6,-,2026-05-10T02:41:59+00:00,2026-05-10T02:42:05+00:00
11,OK,0,6,-,2026-05-10T02:41:59+00:00,2026-05-10T02:42:05+00:00
12,OK,0,5,-,2026-05-10T02:42:00+00:00,2026-05-10T02:42:05+00:00
13,OK,0,5,-,2026-05-10T02:42:01+00:00,2026-05-10T02:42:06+00:00
14,OK,0,5,-,2026-05-10T02:42:02+00:00,2026-05-10T02:42:07+00:00
15,OK,0,5,-,2026-05-10T02:42:05+00:00,2026-05-10T02:42:10+00:00
